date,product_id,product_category,stock_level,safety_stock,reorder_point,max_stock,unit_cost,carrying_cost_percent,demand_variance,supplier_id,inventory_value,carrying_cost,stockout_risk,overstock_risk
2024-10-29,PROD_0050,Consumer_Goods,307,46,92,552,147.95,0.265,0.301,SUP_0112,45420.649999999994,12036.472249999999,0,0
2024-10-29,PROD_0051,Healthcare,445,66,133,801,159.7,0.159,0.444,SUP_0129,71066.5,11299.5735,0,0
2024-10-29,PROD_0052,Industrial,740,111,222,1332,160.59,0.341,0.253,SUP_0043,118836.6,40523.280600000006,0,0
2024-10-29,PROD_0053,Automotive,647,97,194,1164,154.51,0.258,0.405,SUP_0069,99967.97,25791.73626,0,0
2024-10-29,PROD_0054,Electronics,87,13,26,156,47.25,0.256,0.162,SUP_0108,4110.75,1052.352,0,0
2024-10-29,PROD_0055,Healthcare,390,58,117,702,53.17,0.271,0.197,SUP_0102,20736.3,5619.5373,0,0
2024-10-29,PROD_0056,Electronics,1541,231,462,2773,51.66,0.198,0.381,SUP_0032,79608.06,15762.39588,0,0
2024-10-29,PROD_0057,Electronics,859,128,257,1546,156.66,0.188,0.236,SUP_0067,134570.94,25299.33672,0,0
2024-10-29,PROD_0058,Healthcare,156,23,46,280,18.59,0.261,0.277,SUP_0182,2900.04,756.91044,0,0
2024-10-29,PROD_0059,Electronics,117,17,35,210,125.31,0.274,0.339,SUP_0080,14661.27,4017.1879800000006,0,0
2024-10-29,PROD_0060,Healthcare,792,118,237,1425,135.41,0.201,0.131,SUP_0112,107244.72,21556.188720000002,0,0
2024-10-29,PROD_0061,Electronics,292,43,87,525,128.36,0.264,0.243,SUP_0020,37481.12,9895.01568,0,0
2024-10-29,PROD_0062,Industrial,160,24,48,288,121.53,0.285,0.28,SUP_0046,19444.8,5541.767999999999,0,0
2024-10-29,PROD_0063,Consumer_Goods,957,143,287,1722,172.84,0.333,0.281,SUP_0154,165407.88,55080.82404000001,0,0
2024-10-29,PROD_0064,Electronics,806,120,241,1450,182.34,0.186,0.255,SUP_0031,146966.04,27335.68344,0,0
2024-10-29,PROD_0065,Healthcare,513,76,153,923,159.57,0.201,0.258,SUP_0012,81859.41,16453.741410000002,0,0
2024-10-29,PROD_0066,Electronics,343,51,102,617,93.41,0.265,0.132,SUP_0005,32039.629999999997,8490.50195,0,0
2024-10-29,PROD_0067,Healthcare,731,109,219,1315,39.54,0.281,0.124,SUP_0151,28903.739999999998,8121.950940000001,0,0
2024-10-29,PROD_0068,Electronics,722,108,216,1299,104.37,0.179,0.293,SUP_0026,75355.14,13488.57006,0,0
2024-10-29,PROD_0069,Automotive,1009,151,302,1816,43.72,0.317,0.165,SUP_0070,44113.479999999996,13983.97316,0,0
2024-10-29,PROD_0070,Automotive,548,82,164,986,27.51,0.173,0.207,SUP_0157,15075.480000000001,2608.05804,0,0
2024-10-29,PROD_0071,Automotive,1148,172,344,2066,32.52,0.317,0.433,SUP_0008,37332.96000000001,11834.548320000002,0,0
2024-10-29,PROD_0072,Consumer_Goods,513,76,153,923,174.23,0.16,0.414,SUP_0155,89379.98999999999,14300.7984,0,0
2024-10-29,PROD_0073,Electronics,388,58,116,698,126.83,0.287,0.395,SUP_0039,49210.04,14123.28148,0,0
2024-10-29,PROD_0074,Consumer_Goods,1257,188,377,2262,192.01,0.233,0.215,SUP_0056,241356.56999999998,56236.08081,0,0
2024-10-29,PROD_0075,Healthcare,69,10,20,124,159.8,0.18,0.153,SUP_0013,11026.2,1984.7160000000001,0,0
2024-10-29,PROD_0076,Healthcare,957,143,287,1722,116.1,0.314,0.149,SUP_0012,111107.7,34887.8178,0,0
2024-10-29,PROD_0077,Electronics,138,20,41,248,145.1,0.212,0.285,SUP_0125,20023.8,4245.0455999999995,0,0
2024-10-29,PROD_0078,Consumer_Goods,895,134,268,1611,49.58,0.156,0.353,SUP_0002,44374.1,6922.3596,0,0
2024-10-29,PROD_0079,Consumer_Goods,540,81,162,972,93.02,0.219,0.369,SUP_0001,50230.799999999996,11000.545199999999,0,0
2024-10-29,PROD_0080,Automotive,378,56,113,680,140.98,0.18,0.102,SUP_0034,53290.439999999995,9592.279199999999,0,0
2024-10-29,PROD_0081,Healthcare,1187,178,356,2136,184.56,0.326,0.348,SUP_0062,219072.72,71417.70672,0,0
2024-10-29,PROD_0082,Electronics,207,31,62,372,109.68,0.342,0.262,SUP_0178,22703.760000000002,7764.685920000002,0,0
2024-10-29,PROD_0083,Healthcare,472,70,141,849,133.67,0.19,0.428,SUP_0071,63092.23999999999,11987.525599999999,0,0
2024-10-29,PROD_0084,Consumer_Goods,777,116,233,1398,156.06,0.299,0.384,SUP_0070,121258.62,36256.327379999995,0,0
2024-10-29,PROD_0085,Industrial,1307,196,392,2352,152.39,0.301,0.404,SUP_0016,199173.72999999998,59951.292729999994,0,0
2024-10-29,PROD_0086,Consumer_Goods,514,77,154,925,38.45,0.183,0.135,SUP_0134,19763.300000000003,3616.6839000000004,0,0
2024-10-29,PROD_0087,Industrial,1046,156,313,1882,31.51,0.235,0.376,SUP_0095,32959.46,7745.473099999999,0,0
2024-10-29,PROD_0088,Consumer_Goods,721,108,216,1297,30.01,0.238,0.36,SUP_0179,21637.210000000003,5149.65598,0,0
2024-10-29,PROD_0089,Consumer_Goods,978,146,293,1760,20.17,0.245,0.336,SUP_0116,19726.260000000002,4832.9337000000005,0,0
2024-10-29,PROD_0090,Electronics,354,53,106,637,13.36,0.185,0.395,SUP_0144,4729.44,874.9463999999999,0,0
2024-10-29,PROD_0091,Automotive,595,89,178,1071,171.62,0.27,0.219,SUP_0084,102113.90000000001,27570.753000000004,0,0
2024-10-29,PROD_0092,Healthcare,889,133,266,1600,172.08,0.319,0.399,SUP_0136,152979.12000000002,48800.33928000001,0,0
2024-10-29,PROD_0093,Electronics,597,89,179,1074,155.28,0.22,0.111,SUP_0095,92702.16,20394.4752,0,0
2024-10-29,PROD_0094,Industrial,643,96,192,1157,38.57,0.219,0.107,SUP_0151,24800.51,5431.3116899999995,0,0
2024-10-29,PROD_0095,Healthcare,1165,174,349,2097,174.52,0.218,0.203,SUP_0196,203315.80000000002,44322.8444,0,0
2024-10-29,PROD_0096,Healthcare,349,52,104,628,92.12,0.18,0.175,SUP_0164,32149.88,5786.9784,0,0
2024-10-29,PROD_0097,Electronics,324,48,97,583,147.87,0.298,0.105,SUP_0093,47909.880000000005,14277.144240000001,0,0
2024-10-29,PROD_0098,Consumer_Goods,663,99,198,1193,133.14,0.301,0.392,SUP_0042,88271.81999999999,26569.817819999997,0,0
2024-10-29,PROD_0099,Healthcare,802,120,240,1443,16.2,0.204,0.106,SUP_0129,12992.4,2650.4496,0,0
2024-10-29,PROD_0100,Industrial,790,118,237,1422,69.35,0.306,0.271,SUP_0146,54786.49999999999,16764.668999999998,0,0
2024-10-30,PROD_0001,Healthcare,797,119,239,1434,126.35,0.326,0.307,SUP_0124,100700.95,32828.5097,0,0
2024-10-30,PROD_0002,Automotive,132,19,39,237,78.08,0.261,0.231,SUP_0168,10306.56,2690.0121599999998,0,0
2024-10-30,PROD_0003,Healthcare,1410,211,423,2538,116.85,0.175,0.175,SUP_0177,164758.5,28832.7375,0,0
2024-10-30,PROD_0004,Automotive,900,135,270,1620,174.21,0.159,0.277,SUP_0172,156789.0,24929.451,0,0
2024-10-30,PROD_0005,Electronics,688,103,206,1238,72.19,0.181,0.327,SUP_0104,49666.72,8989.67632,0,0
2024-10-30,PROD_0006,Automotive,960,144,288,1728,36.71,0.298,0.281,SUP_0093,35241.6,10501.996799999999,0,0
2024-10-30,PROD_0007,Electronics,841,126,252,1513,46.85,0.287,0.434,SUP_0032,39400.85,11308.04395,0,0
2024-10-30,PROD_0008,Healthcare,1013,151,303,1823,154.62,0.259,0.117,SUP_0060,156630.06,40567.18554,0,0
2024-10-30,PROD_0009,Electronics,229,34,68,412,101.03,0.177,0.431,SUP_0157,23135.87,4095.04899,0,0
2024-10-30,PROD_0010,Healthcare,503,75,150,905,145.51,0.297,0.338,SUP_0121,73191.53,21737.88441,0,0
2024-10-30,PROD_0011,Automotive,1417,212,425,2550,176.75,0.168,0.188,SUP_0192,250454.75,42076.398,0,0
2024-10-30,PROD_0012,Electronics,175,26,52,315,160.3,0.299,0.354,SUP_0069,28052.500000000004,8387.6975,0,0
2024-10-30,PROD_0013,Industrial,1212,181,363,2181,18.35,0.265,0.171,SUP_0016,22240.2,5893.653,0,0
2024-10-30,PROD_0014,Consumer_Goods,1157,173,347,2082,139.1,0.323,0.389,SUP_0105,160938.69999999998,51983.200099999995,0,0
2024-10-30,PROD_0015,Consumer_Goods,880,132,264,1584,88.89,0.211,0.44,SUP_0129,78223.2,16505.0952,0,0
2024-10-30,PROD_0016,Consumer_Goods,735,110,220,1323,169.95,0.304,0.339,SUP_0163,124913.24999999999,37973.628,0,0
2024-10-30,PROD_0017,Industrial,421,63,126,757,45.91,0.171,0.237,SUP_0031,19328.109999999997,3305.1068099999998,0,0
2024-10-30,PROD_0018,Electronics,538,80,161,968,26.68,0.172,0.434,SUP_0180,14353.84,2468.86048,0,0
2024-10-30,PROD_0019,Automotive,202,30,60,363,80.71,0.257,0.381,SUP_0060,16303.419999999998,4189.97894,0,0
2024-10-30,PROD_0020,Electronics,532,79,159,957,139.1,0.337,0.265,SUP_0035,74001.2,24938.4044,0,0
2024-10-30,PROD_0021,Automotive,438,65,131,788,169.97,0.267,0.277,SUP_0162,74446.86,19877.31162,0,0
2024-10-30,PROD_0022,Industrial,163,24,48,293,126.14,0.291,0.416,SUP_0115,20560.82,5983.198619999999,0,0
2024-10-30,PROD_0023,Consumer_Goods,649,97,194,1168,86.38,0.291,0.409,SUP_0179,56060.619999999995,16313.640419999998,0,0
2024-10-30,PROD_0024,Healthcare,562,84,168,1011,69.02,0.307,0.106,SUP_0105,38789.24,11908.29668,0,0
2024-10-30,PROD_0025,Electronics,1427,214,428,2568,142.36,0.347,0.239,SUP_0019,203147.72000000003,70492.25884000001,0,0
2024-10-30,PROD_0026,Consumer_Goods,864,129,259,1555,41.45,0.195,0.186,SUP_0126,35812.8,6983.496000000001,0,0
2024-10-30,PROD_0027,Electronics,1036,155,310,1864,50.33,0.26,0.184,SUP_0175,52141.88,13556.8888,0,0
2024-10-30,PROD_0028,Electronics,1204,180,361,2167,36.59,0.25,0.176,SUP_0015,44054.36,11013.59,0,0
2024-10-30,PROD_0029,Automotive,1070,160,321,1926,114.21,0.304,0.432,SUP_0083,122204.7,37150.2288,0,0
2024-10-30,PROD_0030,Automotive,369,55,110,664,188.83,0.217,0.353,SUP_0019,69678.27,15120.18459,0,0
2024-10-30,PROD_0031,Industrial,1180,177,354,2124,156.13,0.257,0.182,SUP_0053,184233.4,47347.9838,0,0
2024-10-30,PROD_0032,Consumer_Goods,80,12,24,144,165.06,0.232,0.125,SUP_0170,13204.8,3063.5135999999998,0,0
2024-10-30,PROD_0033,Automotive,550,82,165,990,132.04,0.27,0.321,SUP_0003,72622.0,19607.940000000002,0,0
2024-10-30,PROD_0034,Healthcare,1237,185,371,2226,192.46,0.251,0.346,SUP_0111,238073.02000000002,59756.32802000001,0,0
2024-10-30,PROD_0035,Electronics,100,15,30,180,86.45,0.234,0.205,SUP_0142,8645.0,2022.93,0,0
2024-10-30,PROD_0036,Automotive,455,68,136,819,77.99,0.238,0.277,SUP_0101,35485.45,8445.5371,0,0
2024-10-30,PROD_0037,Electronics,443,66,132,797,195.38,0.222,0.183,SUP_0173,86553.34,19214.84148,0,0
2024-10-30,PROD_0038,Industrial,977,146,293,1758,195.69,0.165,0.17,SUP_0177,191189.13,31546.20645,0,0
2024-10-30,PROD_0039,Electronics,851,127,255,1531,160.07,0.288,0.37,SUP_0120,136219.57,39231.23616,0,0
2024-10-30,PROD_0040,Healthcare,438,65,131,788,18.9,0.334,0.206,SUP_0038,8278.199999999999,2764.9188,0,0
2024-10-30,PROD_0041,Healthcare,479,71,143,862,164.13,0.253,0.438,SUP_0198,78618.27,19890.42231,0,0
2024-10-30,PROD_0042,Healthcare,346,51,103,622,74.62,0.272,0.261,SUP_0065,25818.52,7022.63744,0,0
2024-10-30,PROD_0043,Healthcare,428,64,128,770,105.05,0.226,0.42,SUP_0169,44961.4,10161.2764,0,0
2024-10-30,PROD_0044,Healthcare,1062,159,318,1911,16.77,0.275,0.244,SUP_0069,17809.739999999998,4897.6785,0,0
2024-10-30,PROD_0045,Healthcare,693,103,207,1247,117.49,0.253,0.11,SUP_0134,81420.56999999999,20599.404209999997,0,0
2024-10-30,PROD_0046,Electronics,183,27,54,329,93.02,0.179,0.274,SUP_0198,17022.66,3047.0561399999997,0,0
2024-10-30,PROD_0047,Industrial,239,35,71,430,94.41,0.263,0.439,SUP_0189,22563.989999999998,5934.3293699999995,0,0
2024-10-30,PROD_0048,Electronics,547,82,164,984,141.97,0.198,0.35,SUP_0060,77657.59,15376.20282,0,0
2024-10-30,PROD_0049,Automotive,325,48,97,585,42.01,0.204,0.409,SUP_0087,13653.25,2785.263,0,0
2024-10-30,PROD_0050,Healthcare,948,142,284,1706,51.93,0.163,0.235,SUP_0200,49229.64,8024.431320000001,0,0
2024-10-30,PROD_0051,Healthcare,517,77,155,930,16.53,0.277,0.168,SUP_0045,8546.01,2367.2447700000002,0,0
2024-10-30,PROD_0052,Industrial,798,119,239,1436,22.06,0.255,0.214,SUP_0043,17603.879999999997,4488.9893999999995,0,0
2024-10-30,PROD_0053,Automotive,398,59,119,716,155.1,0.165,0.103,SUP_0010,61729.799999999996,10185.417,0,0
2024-10-30,PROD_0054,Consumer_Goods,1050,157,315,1890,171.05,0.213,0.251,SUP_0030,179602.5,38255.3325,0,0
2024-10-30,PROD_0055,Consumer_Goods,230,34,69,414,89.21,0.247,0.231,SUP_0168,20518.3,5068.0201,0,0
2024-10-30,PROD_0056,Consumer_Goods,847,127,254,1524,71.75,0.265,0.297,SUP_0080,60772.25,16104.646250000002,0,0
2024-10-30,PROD_0057,Electronics,1305,195,391,2349,47.8,0.195,0.133,SUP_0075,62378.99999999999,12163.904999999999,0,0
2024-10-30,PROD_0058,Consumer_Goods,909,136,272,1636,180.0,0.174,0.29,SUP_0176,163620.0,28469.879999999997,0,0
2024-10-30,PROD_0059,Consumer_Goods,161,24,48,289,129.69,0.199,0.206,SUP_0106,20880.09,4155.13791,0,0
2024-10-30,PROD_0060,Consumer_Goods,1036,155,310,1864,136.45,0.184,0.354,SUP_0070,141362.19999999998,26010.644799999995,0,0
2024-10-30,PROD_0061,Electronics,780,117,234,1404,104.54,0.328,0.408,SUP_0158,81541.20000000001,26745.513600000006,0,0
2024-10-30,PROD_0062,Consumer_Goods,669,100,200,1204,151.56,0.275,0.294,SUP_0003,101393.64,27883.251000000004,0,0
2024-10-30,PROD_0063,Electronics,847,127,254,1524,81.65,0.242,0.183,SUP_0192,69157.55,16736.1271,0,0
2024-10-30,PROD_0064,Healthcare,137,20,41,246,105.2,0.159,0.268,SUP_0073,14412.4,2291.5715999999998,0,0
2024-10-30,PROD_0065,Automotive,948,142,284,1706,76.32,0.323,0.309,SUP_0041,72351.36,23369.48928,0,0
2024-10-30,PROD_0066,Industrial,172,25,51,309,114.78,0.309,0.365,SUP_0088,19742.16,6100.32744,0,0
2024-10-30,PROD_0067,Industrial,1388,208,416,2498,100.79,0.175,0.114,SUP_0131,139896.52000000002,24481.891000000003,0,0
2024-10-30,PROD_0068,Healthcare,1206,180,361,2170,115.93,0.322,0.226,SUP_0006,139811.58000000002,45019.328760000004,0,0
2024-10-30,PROD_0069,Industrial,1533,229,459,2759,31.34,0.217,0.431,SUP_0139,48044.22,10425.59574,0,0
2024-10-30,PROD_0070,Electronics,109,16,32,196,90.14,0.233,0.218,SUP_0154,9825.26,2289.28558,0,0
2024-10-30,PROD_0071,Consumer_Goods,469,70,140,844,160.82,0.221,0.155,SUP_0019,75424.58,16668.83218,0,0
2024-10-30,PROD_0072,Consumer_Goods,677,101,203,1218,27.19,0.154,0.284,SUP_0182,18407.63,2834.77502,0,0
2024-10-30,PROD_0073,Electronics,827,124,248,1488,129.83,0.318,0.375,SUP_0146,107369.41,34143.47238,0,0
2024-10-30,PROD_0074,Consumer_Goods,491,73,147,883,119.29,0.189,0.161,SUP_0164,58571.39000000001,11069.99271,0,0
2024-10-30,PROD_0075,Industrial,992,148,297,1785,174.16,0.304,0.263,SUP_0166,172766.72,52521.08288,0,0
2024-10-30,PROD_0076,Automotive,1354,203,406,2437,49.04,0.214,0.101,SUP_0104,66400.16,14209.634240000001,0,0
2024-10-30,PROD_0077,Healthcare,915,137,274,1647,171.32,0.34,0.239,SUP_0172,156757.8,53297.652,0,0
2024-10-30,PROD_0078,Consumer_Goods,181,27,54,325,180.17,0.277,0.377,SUP_0152,32610.769999999997,9033.183289999999,0,0
2024-10-30,PROD_0079,Healthcare,586,87,175,1054,131.71,0.203,0.252,SUP_0112,77182.06,15667.958180000001,0,0
2024-10-30,PROD_0080,Consumer_Goods,886,132,265,1594,117.95,0.247,0.273,SUP_0039,104503.7,25812.4139,0,0
2024-10-30,PROD_0081,Automotive,143,21,42,257,80.74,0.174,0.155,SUP_0181,11545.82,2008.9726799999999,0,0
2024-10-30,PROD_0082,Automotive,1366,204,409,2458,121.36,0.298,0.314,SUP_0148,165777.76,49401.77248,0,0
2024-10-30,PROD_0083,Healthcare,1533,229,459,2759,30.29,0.207,0.145,SUP_0049,46434.57,9611.955989999999,0,0
2024-10-30,PROD_0084,Automotive,508,76,152,914,153.84,0.177,0.404,SUP_0195,78150.72,13832.67744,0,0
2024-10-30,PROD_0085,Industrial,1384,207,415,2491,39.99,0.199,0.193,SUP_0128,55346.16,11013.88584,0,0
2024-10-30,PROD_0086,Healthcare,321,48,96,577,63.83,0.296,0.373,SUP_0069,20489.43,6064.871279999999,0,0
2024-10-30,PROD_0087,Consumer_Goods,395,59,118,711,44.49,0.157,0.247,SUP_0189,17573.55,2759.04735,0,0
2024-10-30,PROD_0088,Electronics,160,24,48,288,157.99,0.162,0.337,SUP_0031,25278.4,4095.1008,0,0
2024-10-30,PROD_0089,Automotive,1378,206,413,2480,103.93,0.287,0.149,SUP_0159,143215.54,41102.85998,0,0
2024-10-30,PROD_0090,Consumer_Goods,638,95,191,1148,193.45,0.219,0.424,SUP_0062,123421.09999999999,27029.220899999997,0,0
2024-10-30,PROD_0091,Electronics,578,86,173,1040,141.86,0.277,0.148,SUP_0073,81995.08,22712.637160000002,0,0
2024-10-30,PROD_0092,Electronics,1163,174,348,2093,150.81,0.192,0.271,SUP_0194,175392.03,33675.26976,0,0
2024-10-30,PROD_0093,Electronics,554,83,166,997,65.2,0.254,0.301,SUP_0147,36120.8,9174.683200000001,0,0
2024-10-30,PROD_0094,Industrial,935,140,280,1683,42.82,0.338,0.401,SUP_0014,40036.7,13532.4046,0,0
2024-10-30,PROD_0095,Industrial,1305,195,391,2349,19.99,0.197,0.325,SUP_0115,26086.949999999997,5139.12915,0,0
2024-10-30,PROD_0096,Electronics,763,114,228,1373,28.46,0.274,0.424,SUP_0053,21714.98,5949.90452,0,0
2024-10-30,PROD_0097,Industrial,120,18,36,216,129.3,0.24,0.439,SUP_0087,15516.000000000002,3723.84,0,0
2024-10-30,PROD_0098,Consumer_Goods,1425,213,427,2565,169.06,0.194,0.275,SUP_0012,240910.5,46736.637,0,0
2024-10-30,PROD_0099,Consumer_Goods,621,93,186,1117,170.46,0.164,0.241,SUP_0048,105855.66,17360.328240000003,0,0
2024-10-30,PROD_0100,Automotive,693,103,207,1247,82.04,0.276,0.2,SUP_0022,56853.72,15691.626720000002,0,0
2024-10-31,PROD_0001,Consumer_Goods,1341,201,402,2413,84.55,0.241,0.157,SUP_0136,113381.55,27324.95355,0,0
2024-10-31,PROD_0002,Automotive,691,103,207,1243,38.84,0.171,0.317,SUP_0191,26838.440000000002,4589.373240000001,0,0
2024-10-31,PROD_0003,Consumer_Goods,591,88,177,1063,116.73,0.227,0.409,SUP_0169,68987.43000000001,15660.146610000002,0,0
2024-10-31,PROD_0004,Automotive,1204,180,361,2167,157.81,0.283,0.368,SUP_0172,190003.24,53770.91691999999,0,0
2024-10-31,PROD_0005,Electronics,748,112,224,1346,79.04,0.297,0.272,SUP_0061,59121.920000000006,17559.21024,0,0
2024-10-31,PROD_0006,Automotive,352,52,105,633,101.24,0.17,0.438,SUP_0084,35636.479999999996,6058.201599999999,0,0
2024-10-31,PROD_0007,Electronics,1441,216,432,2593,19.62,0.313,0.402,SUP_0010,28272.420000000002,8849.267460000001,0,0
2024-10-31,PROD_0008,Consumer_Goods,732,109,219,1317,88.32,0.162,0.138,SUP_0136,64650.24,10473.33888,0,0
2024-10-31,PROD_0009,Electronics,839,125,251,1510,106.12,0.226,0.254,SUP_0098,89034.68000000001,20121.83768,0,0
2024-10-31,PROD_0010,Healthcare,397,59,119,714,134.78,0.347,0.337,SUP_0180,53507.66,18567.15802,0,0
2024-10-31,PROD_0011,Automotive,659,98,197,1186,40.8,0.249,0.23,SUP_0008,26887.199999999997,6694.912799999999,0,0
2024-10-31,PROD_0012,Electronics,943,141,282,1697,65.7,0.327,0.334,SUP_0177,61955.100000000006,20259.317700000003,0,0
2024-10-31,PROD_0013,Electronics,1110,166,333,1998,96.58,0.236,0.384,SUP_0186,107203.8,25300.0968,0,0
2024-10-31,PROD_0014,Consumer_Goods,773,115,231,1391,179.39,0.313,0.199,SUP_0048,138668.47,43403.23111,0,0
2024-10-31,PROD_0015,Consumer_Goods,799,119,239,1438,68.7,0.192,0.378,SUP_0136,54891.3,10539.1296,0,0
2024-10-31,PROD_0016,Electronics,671,100,201,1207,111.23,0.255,0.442,SUP_0200,74635.33,19032.00915,0,0
2024-10-31,PROD_0017,Automotive,517,77,155,930,118.59,0.188,0.38,SUP_0073,61311.03,11526.47364,0,0
2024-10-31,PROD_0018,Consumer_Goods,646,96,193,1162,180.32,0.262,0.42,SUP_0115,116486.72,30519.520640000002,0,0
2024-10-31,PROD_0019,Electronics,847,127,254,1524,90.16,0.338,0.432,SUP_0121,76365.52,25811.545760000005,0,0
2024-10-31,PROD_0020,Consumer_Goods,633,94,189,1139,41.35,0.257,0.22,SUP_0186,26174.55,6726.85935,0,0
2024-10-31,PROD_0021,Electronics,120,18,36,216,34.54,0.291,0.142,SUP_0122,4144.8,1206.1368,0,0
2024-10-31,PROD_0022,Healthcare,1113,166,333,2003,13.07,0.335,0.125,SUP_0195,14546.91,4873.21485,0,0
2024-10-31,PROD_0023,Healthcare,516,77,154,928,175.03,0.157,0.198,SUP_0089,90315.48,14179.530359999999,0,0
2024-10-31,PROD_0024,Electronics,1194,179,358,2149,91.76,0.339,0.249,SUP_0023,109561.44,37141.328160000005,0,0
2024-10-31,PROD_0025,Automotive,517,77,155,930,47.72,0.325,0.402,SUP_0111,24671.239999999998,8018.152999999999,0,0
2024-10-31,PROD_0026,Industrial,257,38,77,462,140.43,0.332,0.337,SUP_0056,36090.51,11982.049320000002,0,0
2024-10-31,PROD_0027,Industrial,969,145,290,1744,20.9,0.155,0.222,SUP_0125,20252.1,3139.0755,0,0
2024-10-31,PROD_0028,Automotive,722,108,216,1299,96.05,0.27,0.19,SUP_0015,69348.09999999999,18723.986999999997,0,0
2024-10-31,PROD_0029,Electronics,904,135,271,1627,80.72,0.21,0.337,SUP_0058,72970.88,15323.8848,0,0
2024-10-31,PROD_0030,Healthcare,865,129,259,1557,178.61,0.285,0.314,SUP_0007,154497.65000000002,44031.830250000006,0,0
2024-10-31,PROD_0031,Industrial,305,45,91,549,45.69,0.157,0.181,SUP_0150,13935.449999999999,2187.8656499999997,0,0
2024-10-31,PROD_0032,Healthcare,727,109,218,1308,103.87,0.321,0.184,SUP_0107,75513.49,24239.83029,0,0
2024-10-31,PROD_0033,Consumer_Goods,156,23,46,280,190.66,0.15,0.142,SUP_0038,29742.96,4461.4439999999995,0,0
2024-10-31,PROD_0034,Healthcare,1478,221,443,2660,178.15,0.293,0.14,SUP_0172,263305.7,77148.5701,0,0
2024-10-31,PROD_0035,Consumer_Goods,769,115,230,1384,169.42,0.272,0.155,SUP_0017,130283.98,35437.24256,0,0
2024-10-31,PROD_0036,Industrial,1192,178,357,2145,177.31,0.16,0.118,SUP_0146,211353.52,33816.5632,0,0
2024-10-31,PROD_0037,Electronics,965,144,289,1737,38.67,0.299,0.205,SUP_0159,37316.55,11157.64845,0,0
2024-10-31,PROD_0038,Healthcare,98,14,29,176,121.99,0.262,0.194,SUP_0039,11955.019999999999,3132.2152399999995,0,0
2024-10-31,PROD_0039,Industrial,564,84,169,1015,104.08,0.171,0.196,SUP_0034,58701.12,10037.891520000001,0,0
2024-10-31,PROD_0040,Automotive,843,126,252,1517,186.04,0.348,0.446,SUP_0138,156831.72,54577.438559999995,0,0
2024-10-31,PROD_0041,Electronics,257,38,77,462,144.34,0.258,0.318,SUP_0133,37095.38,9570.60804,0,0
2024-10-31,PROD_0042,Consumer_Goods,278,41,83,500,172.07,0.269,0.274,SUP_0147,47835.46,12867.73874,0,0
2024-10-31,PROD_0043,Consumer_Goods,258,38,77,464,61.57,0.279,0.177,SUP_0015,15885.06,4431.93174,0,0
2024-10-31,PROD_0044,Consumer_Goods,332,49,99,597,60.86,0.204,0.252,SUP_0099,20205.52,4121.92608,0,0
2024-10-31,PROD_0045,Electronics,1229,184,368,2212,180.47,0.175,0.304,SUP_0114,221797.63,38814.58525,0,0
2024-10-31,PROD_0046,Industrial,630,94,189,1134,196.92,0.206,0.446,SUP_0058,124059.59999999999,25556.277599999998,0,0
2024-10-31,PROD_0047,Healthcare,439,65,131,790,146.41,0.153,0.294,SUP_0009,64273.99,9833.92047,0,0
2024-10-31,PROD_0048,Automotive,687,103,206,1236,140.42,0.224,0.424,SUP_0104,96468.54,21608.95296,0,0
2024-10-31,PROD_0049,Healthcare,472,70,141,849,74.59,0.346,0.336,SUP_0160,35206.48,12181.44208,0,0
2024-10-31,PROD_0050,Automotive,111,16,33,199,21.67,0.329,0.419,SUP_0112,2405.3700000000003,791.3667300000002,0,0
2024-10-31,PROD_0051,Consumer_Goods,947,142,284,1704,122.04,0.202,0.231,SUP_0080,115571.88,23345.519760000003,0,0
2024-10-31,PROD_0052,Automotive,122,18,36,219,20.57,0.324,0.169,SUP_0110,2509.54,813.09096,0,0
2024-10-31,PROD_0053,Electronics,791,118,237,1423,148.38,0.186,0.209,SUP_0006,117368.58,21830.55588,0,0
2024-10-31,PROD_0054,Industrial,825,123,247,1485,88.86,0.25,0.347,SUP_0068,73309.5,18327.375,0,0
2024-10-31,PROD_0055,Industrial,1060,159,318,1908,57.24,0.205,0.312,SUP_0101,60674.4,12438.252,0,0
2024-10-31,PROD_0056,Consumer_Goods,793,118,237,1427,18.06,0.245,0.208,SUP_0194,14321.579999999998,3508.7870999999996,0,0
2024-10-31,PROD_0057,Healthcare,340,51,102,612,124.9,0.155,0.354,SUP_0048,42466.0,6582.23,0,0
2024-10-31,PROD_0058,Electronics,569,85,170,1024,180.54,0.314,0.447,SUP_0076,102727.26,32256.35964,0,0
2024-10-31,PROD_0059,Healthcare,623,93,186,1121,179.8,0.331,0.264,SUP_0072,112015.40000000001,37077.097400000006,0,0
2024-10-31,PROD_0060,Healthcare,195,29,58,351,69.3,0.214,0.417,SUP_0092,13513.5,2891.889,0,0
2024-10-31,PROD_0061,Automotive,1060,159,318,1908,124.52,0.247,0.43,SUP_0074,131991.19999999998,32601.826399999994,0,0
2024-10-31,PROD_0062,Industrial,1328,199,398,2390,78.55,0.156,0.176,SUP_0031,104314.4,16273.0464,0,0
2024-10-31,PROD_0063,Automotive,763,114,228,1373,68.6,0.249,0.192,SUP_0138,52341.799999999996,13033.108199999999,0,0
2024-10-31,PROD_0064,Industrial,929,139,278,1672,97.26,0.33,0.269,SUP_0176,90354.54000000001,29816.998200000005,0,0
