shipment_id,supplier_id,product_id,transportation_mode,quantity,distance_miles,shipping_cost,fuel_surcharge,delivery_time_days,planned_delivery_time,actual_delivery_time,on_time_delivery,damage_incidents,carbon_footprint_kg,cost_per_unit,cost_per_mile,delivery_performance,efficiency_score
SHIP_001029,SUP_0148,PROD_0023,Truck,794,1777,319.52,32.37,6,6,7,True,0,3525611.29,0.4024181360201511,0.17980866629150252,0,0.0
SHIP_001030,SUP_0152,PROD_0034,Ship,573,1586,104.38,9.58,28,28,29,True,0,1358342.18,0.18216404886561954,0.06581336696090795,0,0.0
SHIP_001031,SUP_0129,PROD_0045,Truck,624,2051,323.74,26.59,1,1,4,False,0,1407367.21,0.5188141025641025,0.15784495368113116,0,0.0
SHIP_001032,SUP_0061,PROD_0067,Air,750,2250,807.89,58.62,1,1,1,True,0,1016111.75,1.0771866666666667,0.3590622222222222,1,0.48142038269710946
SHIP_001033,SUP_0090,PROD_0081,Truck,152,2873,229.26,19.61,5,5,8,True,0,518364.11,1.5082894736842105,0.07979812043160459,0,0.0
SHIP_001034,SUP_0096,PROD_0079,Truck,737,980,533.6,72.27,5,5,6,True,0,1369466.39,0.7240162822252375,0.5444897959183673,0,0.0
SHIP_001035,SUP_0182,PROD_0063,Ship,610,572,71.99,7.07,28,28,27,True,0,276964.46,0.11801639344262294,0.12585664335664334,1,0.894441267467265
SHIP_001036,SUP_0094,PROD_0042,Truck,593,463,185.05,20.13,1,1,1,True,0,567668.91,0.31205733558178755,0.3996760259179266,1,0.7621618147933937
SHIP_001037,SUP_0098,PROD_0096,Air,158,332,653.39,82.46,1,1,0,True,0,66644.86,4.135379746835443,1.9680421686746987,1,0.19472756627515747
SHIP_001038,SUP_0188,PROD_0050,Intermodal,585,1106,241.67,15.68,8,8,8,True,0,774337.91,0.4131111111111111,0.21850813743218805,1,0.7076584368611416
SHIP_001039,SUP_0050,PROD_0042,Rail,18,1038,104.83,8.33,12,12,15,True,0,11276.9,5.823888888888889,0.10099229287090558,0,0.0
SHIP_001040,SUP_0096,PROD_0010,Ship,52,1142,130.33,12.02,34,34,33,False,0,41339.04,2.5063461538461542,0.1141243432574431,1,0.28519716996654415
SHIP_001041,SUP_0028,PROD_0012,Truck,334,1882,451.94,48.7,6,6,5,True,0,727935.41,1.35311377245509,0.24013815090329438,1,0.42496882713693157
SHIP_001042,SUP_0078,PROD_0070,Truck,435,2579,524.27,22.87,2,2,2,True,0,1521372.53,1.2052183908045977,0.2032842186894145,1,0.4534698260135311
SHIP_001043,SUP_0159,PROD_0088,Truck,749,2354,481.37,36.55,4,4,5,True,0,3550998.99,0.6426835781041389,0.20449022939677144,0,0.0
SHIP_001044,SUP_0049,PROD_0036,Intermodal,652,2382,286.4,28.95,11,11,14,True,0,1279941.39,0.43926380368098156,0.12023509655751469,0,0.0
SHIP_001045,SUP_0011,PROD_0024,Intermodal,912,565,268.55,28.55,11,11,11,False,0,980756.08,0.29446271929824563,0.47530973451327435,1,0.7725212824530939
SHIP_001046,SUP_0139,PROD_0074,Ship,537,1940,157.6,6.7,30,30,32,True,1,1819370.93,0.2934823091247672,0.08123711340206186,0,0.0
SHIP_001047,SUP_0085,PROD_0010,Rail,507,60,224.06,21.25,13,13,13,True,0,42745.64,0.4419329388560158,3.7343333333333333,1,0.6935135283013706
SHIP_001048,SUP_0006,PROD_0056,Intermodal,549,2617,423.51,36.22,16,16,15,True,0,2775681.2,0.7714207650273224,0.16183034008406572,1,0.5645186167751488
SHIP_001049,SUP_0034,PROD_0027,Truck,491,785,261.92,15.14,3,3,4,True,0,497174.73,0.5334419551934827,0.333656050955414,0,0.0
SHIP_001050,SUP_0064,PROD_0075,Truck,84,1338,275.9,28.13,5,5,4,True,0,269231.45,3.2845238095238094,0.206203288490284,1,0.23339816615726589
SHIP_001051,SUP_0188,PROD_0018,Air,145,1568,909.44,94.26,2,2,1,True,0,400266.46,6.272,0.5800000000000001,1,0.13751375137513752
SHIP_001052,SUP_0044,PROD_0011,Truck,13,1555,551.85,64.9,4,4,6,True,0,50488.81,42.45,0.354887459807074,0,0.0
SHIP_001053,SUP_0068,PROD_0082,Intermodal,936,2257,330.16,23.85,19,19,21,False,0,4197390.86,0.35273504273504275,0.1462826761187417,0,0.0
SHIP_001054,SUP_0027,PROD_0046,Ship,939,1967,207.12,22.37,41,41,40,True,0,4606070.55,0.22057507987220448,0.1052974072191154,1,0.819285938645168
SHIP_001055,SUP_0150,PROD_0092,Air,473,1515,469.03,25.01,1,1,2,True,0,1455399.02,0.9916067653276955,0.30959075907590755,0,0.0
SHIP_001056,SUP_0138,PROD_0005,Ship,549,2782,206.78,15.8,28,28,27,True,0,877190.32,0.37664845173041894,0.07432782171099928,1,0.7264018629759983
SHIP_001057,SUP_0142,PROD_0087,Air,96,1182,438.54,45.96,1,1,0,True,0,181317.66,4.568125,0.37101522842639595,1,0.17959366932315635
SHIP_001058,SUP_0031,PROD_0080,Truck,232,2399,323.54,23.78,2,2,1,True,0,577141.54,1.3945689655172415,0.1348645268862026,1,0.4176116931274075
SHIP_001059,SUP_0173,PROD_0017,Truck,440,1387,314.7,30.28,3,3,2,True,0,1466278.5,0.7152272727272727,0.22689257390050468,1,0.5830131177951503
SHIP_001060,SUP_0171,PROD_0020,Truck,582,2935,643.03,39.37,1,1,0,True,0,1801665.65,1.1048625429553265,0.21909028960817717,1,0.475090405949242
SHIP_001061,SUP_0178,PROD_0075,Truck,293,1377,461.16,24.71,4,4,7,True,0,558175.29,1.573924914675768,0.3349019607843137,0,0.0
SHIP_001062,SUP_0128,PROD_0088,Air,934,1631,548.09,52.93,2,2,1,True,0,1611525.62,0.5868201284796575,0.3360453709380748,1,0.6301911489855542
SHIP_001063,SUP_0066,PROD_0009,Rail,805,159,131.6,13.0,5,5,8,True,0,128573.41,0.1634782608695652,0.8276729559748427,0,0.0
SHIP_001064,SUP_0079,PROD_0005,Air,323,229,792.49,64.92,2,2,1,False,0,95734.36,2.453529411764706,3.4606550218340613,1,0.28955884857775505
SHIP_001065,SUP_0030,PROD_0077,Intermodal,854,804,171.46,10.13,17,17,17,True,1,1617800.71,0.2007728337236534,0.2132587064676617,1,0.41639849433424997
SHIP_001066,SUP_0078,PROD_0064,Truck,197,1744,158.66,14.8,5,5,6,True,0,418469.67,0.8053807106598985,0.09097477064220183,0,0.0
SHIP_001067,SUP_0185,PROD_0049,Rail,480,1478,210.15,25.31,10,10,11,True,0,649133.65,0.4378125,0.1421853856562923,0,0.0
SHIP_001068,SUP_0013,PROD_0059,Truck,45,81,500.92,64.43,6,6,5,True,0,7754.35,11.131555555555556,6.184197530864198,1,0.08242966002344666
SHIP_001069,SUP_0099,PROD_0089,Rail,400,2611,196.53,16.56,6,6,7,True,0,2433100.58,0.491325,0.07527001148985063,0,0.0
SHIP_001070,SUP_0044,PROD_0036,Truck,940,1672,335.7,27.13,6,6,6,True,0,2980705.03,0.35712765957446807,0.20077751196172247,1,0.7368503566669279
SHIP_001071,SUP_0089,PROD_0013,Rail,632,2384,236.11,14.51,12,12,11,True,0,3323589.41,0.37359177215189876,0.09903942953020135,1,0.7280183386897974
SHIP_001072,SUP_0063,PROD_0077,Truck,234,703,151.77,18.42,4,4,6,True,1,165399.28,0.6485897435897436,0.21588904694167854,0,0.0
SHIP_001073,SUP_0113,PROD_0080,Ship,249,1340,139.81,8.01,22,22,23,True,0,395441.09,0.5614859437751004,0.10433582089552239,0,0.0
SHIP_001074,SUP_0053,PROD_0012,Rail,168,103,139.12,9.38,11,11,14,True,0,9541.61,0.8280952380952381,1.3506796116504856,0,0.0
SHIP_001075,SUP_0007,PROD_0027,Truck,527,1394,224.01,22.16,2,2,4,True,0,574994.08,0.4250664136622391,0.16069583931133427,0,0.0
SHIP_001076,SUP_0078,PROD_0058,Ship,547,542,123.28,16.79,20,20,23,True,0,732904.6,0.2253747714808044,0.22745387453874538,0,0.0
SHIP_001077,SUP_0017,PROD_0020,Truck,205,120,468.48,56.34,5,5,5,True,0,27770.91,2.285268292682927,3.9040000000000004,1,0.3043891429589594
SHIP_001078,SUP_0079,PROD_0038,Ship,942,2991,92.77,4.32,25,25,27,True,0,4752331.7,0.09848195329087048,0.031016382480775657,0,0.0
SHIP_001079,SUP_0050,PROD_0075,Truck,459,347,287.83,17.18,5,5,6,False,1,170797.15,0.6270806100217865,0.8294812680115273,0,0.0
SHIP_001080,SUP_0033,PROD_0020,Rail,935,2629,109.04,7.88,7,7,10,True,2,1909830.58,0.11662032085561498,0.041475846329402814,0,0.0
SHIP_001081,SUP_0166,PROD_0056,Truck,832,2368,562.02,46.54,6,6,5,True,0,3922501.26,0.6755048076923077,0.23733952702702701,1,0.596835052581742
SHIP_001082,SUP_0099,PROD_0017,Truck,419,2719,411.5,28.91,1,1,3,False,0,2075736.9,0.9821002386634845,0.15134240529606474,0,0.0
SHIP_001083,SUP_0137,PROD_0067,Intermodal,903,1702,337.12,36.94,18,18,20,True,0,2181773.96,0.37333333333333335,0.1980728554641598,0,0.0
SHIP_001084,SUP_0085,PROD_0090,Truck,250,784,405.95,50.79,1,1,2,True,1,156080.0,1.6238,0.5177933673469388,0,0.0
SHIP_001085,SUP_0018,PROD_0042,Truck,331,1271,166.77,10.11,2,2,4,True,0,638164.74,0.5038368580060423,0.13121164437450827,0,0.0
SHIP_001086,SUP_0083,PROD_0043,Truck,135,1946,323.98,14.49,6,6,9,True,0,632160.27,2.399851851851852,0.16648509763617678,0,0.0
SHIP_001087,SUP_0124,PROD_0050,Truck,567,1939,565.04,60.93,3,3,6,True,0,1247408.34,0.9965432098765431,0.2914079422382671,0,0.0
SHIP_001088,SUP_0060,PROD_0053,Truck,829,1460,153.82,16.1,3,3,3,True,0,2535280.88,0.18554885404101326,0.10535616438356164,1,0.8434911784456971
SHIP_001089,SUP_0157,PROD_0087,Truck,722,1856,445.61,41.08,2,2,3,True,0,1563141.4,0.6171883656509696,0.2400915948275862,0,0.0
SHIP_001090,SUP_0176,PROD_0044,Truck,16,2604,417.85,29.66,3,3,4,True,0,72850.85,26.115625,0.1604646697388633,0,0.0
SHIP_001091,SUP_0114,PROD_0098,Air,959,261,344.61,47.96,1,1,2,True,0,538868.76,0.35934306569343066,1.3203448275862069,0,0.0
SHIP_001092,SUP_0022,PROD_0097,Intermodal,185,1975,187.2,13.81,11,11,12,True,0,407398.47,1.0118918918918918,0.09478481012658227,0,0.0
SHIP_001093,SUP_0101,PROD_0017,Truck,840,95,312.7,44.32,6,6,8,False,0,127818.75,0.37226190476190474,3.291578947368421,0,0.0
SHIP_001094,SUP_0117,PROD_0051,Intermodal,94,1316,241.89,31.86,19,19,19,True,0,229599.26,2.5732978723404254,0.18380699088145896,1,0.2798535234749472
SHIP_001095,SUP_0005,PROD_0084,Rail,351,2180,223.36,24.65,10,10,13,True,0,936001.54,0.6363532763532764,0.10245871559633028,0,0.0
SHIP_001096,SUP_0013,PROD_0022,Intermodal,54,1753,280.76,14.74,14,14,16,True,0,94028.23,5.199259259259259,0.1601597261836851,0,0.0
SHIP_001097,SUP_0187,PROD_0018,Rail,76,181,182.67,22.05,13,13,15,True,0,9221.16,2.4035526315789473,1.0092265193370165,0,0.0
SHIP_001098,SUP_0159,PROD_0010,Ship,501,941,76.97,9.34,34,34,35,True,0,995992.49,0.15363273453093812,0.08179596174282677,0,0.0
SHIP_001099,SUP_0056,PROD_0090,Air,314,314,529.96,53.38,2,2,1,True,0,114380.39,1.687770700636943,1.687770700636943,1,0.372055547656287
SHIP_001100,SUP_0035,PROD_0041,Rail,488,153,100.54,10.0,12,12,12,False,0,64105.31,0.20602459016393443,0.657124183006536,1,0.8291704896863425
SHIP_001101,SUP_0133,PROD_0054,Ship,836,1622,205.37,21.76,23,23,26,True,0,2049256.6,0.2456578947368421,0.12661528976572134,0,0.0
SHIP_001102,SUP_0163,PROD_0043,Truck,905,2415,483.58,25.12,2,2,5,True,0,3359367.95,0.5343425414364641,0.20024016563146999,0,0.0
SHIP_001103,SUP_0022,PROD_0059,Truck,501,454,509.85,27.79,6,6,9,True,0,233146.11,1.0176646706586827,1.1230176211453744,0,0.0
SHIP_001104,SUP_0071,PROD_0045,Ship,87,573,87.92,10.01,23,23,26,True,0,37335.46,1.0105747126436782,0.15343804537521816,0,0.0
SHIP_001105,SUP_0172,PROD_0073,Rail,406,1277,95.37,8.32,7,7,8,True,0,806734.27,0.23490147783251233,0.07468285043069695,0,0.0
SHIP_001106,SUP_0024,PROD_0050,Ship,311,1534,154.55,9.28,39,39,38,True,0,734569.77,0.4969453376205788,0.1007496740547588,1,0.6680270647621094
SHIP_001107,SUP_0024,PROD_0001,Truck,169,814,342.41,32.1,3,3,2,True,0,315317.39,2.026094674556213,0.4206511056511057,1,0.3304589272794822
SHIP_001108,SUP_0085,PROD_0059,Truck,307,251,384.45,51.27,4,4,7,True,0,73059.44,1.2522801302931597,1.5316733067729082,0,0.0
SHIP_001109,SUP_0159,PROD_0088,Truck,341,2423,357.99,29.87,5,5,4,True,0,716587.28,1.049824046920821,0.14774659513000413,1,0.48784675031116326
SHIP_001110,SUP_0026,PROD_0012,Ship,27,570,141.17,19.32,38,38,38,True,0,30867.8,5.228518518518518,0.24766666666666665,1,0.16055182256050426
SHIP_001111,SUP_0014,PROD_0017,Truck,285,1037,144.15,17.74,5,5,5,True,0,568377.0,0.5057894736842106,0.13900675024108006,1,0.6641034603285564
SHIP_001112,SUP_0188,PROD_0097,Truck,557,449,416.59,23.22,6,6,7,True,0,165487.77,0.7479174147217235,0.9278173719376391,0,0.0
SHIP_001113,SUP_0077,PROD_0050,Truck,142,2142,389.49,34.5,6,6,8,True,0,220258.46,2.742887323943662,0.18183473389355742,0,0.0
SHIP_001114,SUP_0007,PROD_0088,Intermodal,246,1976,293.2,28.57,18,18,18,True,0,677815.33,1.191869918699187,0.14838056680161943,1,0.45623145400593473
SHIP_001115,SUP_0068,PROD_0037,Rail,975,1753,331.88,35.01,13,13,16,True,0,2068825.45,0.3403897435897436,0.18932116371933827,0,0.0
SHIP_001116,SUP_0111,PROD_0044,Air,237,1581,837.63,90.46,2,2,5,True,1,355735.57,3.5343037974683544,0.5298102466793169,0,0.0
SHIP_001117,SUP_0159,PROD_0052,Truck,180,2874,289.17,19.37,5,5,8,True,0,413899.88,1.6065,0.10061586638830898,0,0.0
SHIP_001118,SUP_0169,PROD_0002,Rail,624,892,318.18,21.1,10,10,10,True,1,566580.04,0.5099038461538462,0.3567040358744395,1,0.33114691460230533
SHIP_001119,SUP_0013,PROD_0047,Ship,647,2141,211.52,17.22,25,25,28,True,0,1699720.95,0.3269242658423493,0.09879495562821113,0,0.0
SHIP_001120,SUP_0179,PROD_0087,Ship,823,895,93.47,5.65,15,15,15,True,0,1780363.31,0.11357229647630619,0.10443575418994414,1,0.8980108459633158
SHIP_001121,SUP_0158,PROD_0009,Truck,630,2922,314.71,28.7,5,5,6,True,0,3303322.15,0.4995396825396825,0.10770362765229294,0,0.0
SHIP_001122,SUP_0151,PROD_0005,Intermodal,582,1498,359.99,39.94,11,11,14,True,0,1264455.24,0.6185395189003436,0.24031375166889185,0,0.0
SHIP_001123,SUP_0056,PROD_0044,Intermodal,178,918,262.71,13.88,15,15,17,True,0,333652.31,1.4758988764044942,0.28617647058823525,0,0.0
SHIP_001124,SUP_0057,PROD_0087,Air,87,1408,244.53,20.96,1,1,4,True,0,102237.28,2.8106896551724136,0.173671875,0,0.0
SHIP_001125,SUP_0105,PROD_0079,Truck,115,759,428.36,30.8,4,4,4,True,1,152662.23,3.7248695652173915,0.5643741765480896,1,0.10582302709069494
SHIP_001126,SUP_0003,PROD_0068,Ship,671,802,96.2,5.84,25,25,28,True,0,1046590.91,0.14336810730253355,0.1199501246882793,0,0.0
SHIP_001127,SUP_0073,PROD_0023,Truck,87,2609,300.4,32.33,6,6,8,True,0,378769.28,3.4528735632183905,0.11513990034495974,0,0.0
SHIP_001128,SUP_0020,PROD_0074,Truck,814,997,267.84,29.02,1,1,0,False,0,1315717.51,0.329041769041769,0.2686459378134403,1,0.7524217998964726
SHIP_001129,SUP_0001,PROD_0033,Air,546,2288,742.94,48.85,1,1,3,True,1,2602466.16,1.3606959706959707,0.3247115384615385,0,0.0
SHIP_001130,SUP_0172,PROD_0044,Truck,854,160,353.44,35.21,5,5,8,True,0,324222.16,0.41386416861826697,2.209,0,0.0
SHIP_001131,SUP_0077,PROD_0096,Truck,550,2108,572.19,36.13,3,3,2,True,0,1554521.74,1.0403454545454547,0.2714373814041746,1,0.4901130824548427
SHIP_001132,SUP_0135,PROD_0020,Ship,144,152,174.25,20.22,19,19,20,True,0,40161.54,1.2100694444444444,1.1463815789473684,0,0.0
SHIP_001133,SUP_0075,PROD_0091,Rail,730,2585,324.36,32.03,6,6,8,True,0,3740045.82,0.44432876712328767,0.12547775628626692,0,0.0
SHIP_001134,SUP_0059,PROD_0072,Rail,497,1296,310.59,30.97,7,7,8,True,0,1568431.08,0.6249295774647887,0.23965277777777777,0,0.0
SHIP_001135,SUP_0109,PROD_0022,Truck,174,2697,602.74,41.77,4,4,7,True,0,684772.19,3.464022988505747,0.22348535409714498,0,0.0
SHIP_001136,SUP_0181,PROD_0047,Truck,204,291,380.4,41.46,6,6,6,False,0,116892.6,1.864705882352941,1.3072164948453608,1,0.349075975359343
SHIP_001137,SUP_0009,PROD_0083,Intermodal,445,805,402.69,33.8,16,16,15,True,0,592239.2,0.9049213483146067,0.5002360248447205,1,0.5249560570491572
SHIP_001138,SUP_0054,PROD_0096,Air,621,62,468.82,56.95,2,2,4,True,0,91583.48,0.7549436392914654,7.561612903225806,0,0.0
SHIP_001139,SUP_0078,PROD_0073,Rail,456,2399,281.96,27.53,8,8,8,True,0,586281.24,0.6183333333333333,0.1175323051271363,1,0.6179196704428425
SHIP_001140,SUP_0107,PROD_0056,Truck,340,879,341.11,20.46,3,3,6,True,0,520942.42,1.003264705882353,0.38806598407281,0,0.0
SHIP_001141,SUP_0143,PROD_0086,Intermodal,794,1566,263.21,22.45,18,18,18,False,0,1566483.94,0.3314987405541561,0.16807790549169857,1,0.7510333803123316
SHIP_001142,SUP_0001,PROD_0073,Rail,841,1103,107.6,5.94,13,13,15,True,0,2145825.69,0.12794292508917954,0.09755213055303717,0,0.0
SHIP_001143,SUP_0133,PROD_0065,Rail,756,777,238.39,28.86,13,13,14,True,0,1192584.55,0.3153306878306878,0.30680823680823677,0,0.0
SHIP_001144,SUP_0118,PROD_0093,Truck,526,2727,154.06,9.66,5,5,4,False,0,3527468.66,0.2928897338403042,0.056494316098276494,1,0.7734611651913066
SHIP_001145,SUP_0084,PROD_0005,Truck,574,1625,454.13,42.44,6,6,7,True,0,1939381.72,0.7911672473867596,0.27946461538461537,0,0.0
SHIP_001146,SUP_0199,PROD_0060,Truck,56,1395,176.35,9.91,2,2,1,True,0,159786.28,3.149107142857143,0.126415770609319,1,0.24101570905960834
SHIP_001147,SUP_0003,PROD_0031,Rail,741,1703,239.55,20.32,11,11,12,False,0,1153024.0,0.32327935222672066,0.1406635349383441,0,0.0
SHIP_001148,SUP_0028,PROD_0096,Air,680,1392,511.33,49.15,1,1,2,False,0,1537294.56,0.7519558823529412,0.36733477011494253,0,0.0
SHIP_001149,SUP_0163,PROD_0037,Truck,528,2619,469.96,33.32,3,3,2,False,0,2170003.96,0.8900757575757575,0.17944253531882398,1,0.5290793218165056
SHIP_001150,SUP_0186,PROD_0051,Air,487,393,299.53,22.86,1,1,4,True,0,405936.33,0.6150513347022587,0.7621628498727735,0,0.0
SHIP_001151,SUP_0019,PROD_0070,Truck,174,1068,491.84,53.16,4,4,6,True,0,424310.68,2.8266666666666667,0.46052434456928837,0,0.0
SHIP_001152,SUP_0067,PROD_0023,Truck,786,946,545.02,31.16,5,5,8,True,0,1000117.99,0.693409669211196,0.5761310782241015,0,0.0
SHIP_001153,SUP_0190,PROD_0035,Truck,121,1196,143.59,15.22,6,6,9,True,0,119653.8,1.186694214876033,0.12005852842809364,0,0.0
SHIP_001154,SUP_0144,PROD_0019,Rail,630,1566,345.91,28.38,6,6,7,True,0,1561471.2,0.5490634920634921,0.22088761174968072,0,0.0
SHIP_001155,SUP_0121,PROD_0053,Air,601,1547,512.29,52.76,1,1,3,True,0,608737.68,0.852396006655574,0.33115061409179053,0,0.0
SHIP_001156,SUP_0108,PROD_0039,Air,506,2547,769.8,46.33,1,1,2,True,0,2836279.77,1.5213438735177864,0.3022379269729093,0,0.0
SHIP_001157,SUP_0107,PROD_0030,Truck,265,2587,424.94,28.76,5,5,8,True,0,1372208.1,1.6035471698113208,0.16425976034016235,0,0.0
SHIP_001158,SUP_0160,PROD_0058,Truck,631,1457,521.54,60.14,6,6,5,True,0,513448.39,0.8265293185419967,0.35795470144131775,1,0.5474864212955733
SHIP_001159,SUP_0177,PROD_0023,Rail,543,2931,141.23,6.99,11,11,10,False,0,1266291.08,0.26009208103130754,0.048184919822586145,1,0.7935927977434488
SHIP_001160,SUP_0035,PROD_0015,Air,26,1684,884.75,53.18,1,1,0,True,0,100379.83,34.02884615384615,0.5253859857482185,1,0.02854790008234971
SHIP_001161,SUP_0154,PROD_0084,Intermodal,230,819,314.9,20.45,15,15,18,True,0,438413.5,1.3691304347826085,0.38449328449328446,0,0.0
SHIP_001162,SUP_0054,PROD_0048,Air,361,487,555.55,74.36,2,2,3,True,0,168715.86,1.5389196675900276,1.140759753593429,0,0.0
SHIP_001163,SUP_0136,PROD_0033,Rail,416,1829,281.23,20.81,8,8,7,True,0,1180300.78,0.6760336538461539,0.15376161837069438,1,0.5966467306340805
SHIP_001164,SUP_0052,PROD_0047,Rail,697,1607,132.18,11.64,6,6,7,True,0,1431298.48,0.18964131994261121,0.08225264467952707,0,0.0
SHIP_001165,SUP_0177,PROD_0022,Truck,898,1905,313.62,16.04,6,6,6,True,0,3744135.82,0.34924276169265034,0.16462992125984252,1,0.7411564681996006
SHIP_001166,SUP_0089,PROD_0028,Ship,808,2757,197.77,15.42,24,24,27,False,0,1704354.9,0.24476485148514854,0.07173376858904607,0,0.0
SHIP_001167,SUP_0022,PROD_0016,Rail,423,621,96.59,5.24,6,6,8,True,0,546577.2,0.2283451536643026,0.15553945249597423,0,0.0
SHIP_001168,SUP_0153,PROD_0059,Air,371,1824,729.42,85.27,2,2,3,False,0,700645.97,1.9660916442048517,0.3999013157894737,0,0.0
SHIP_001169,SUP_0013,PROD_0009,Truck,398,1951,396.78,33.92,3,3,2,True,0,579612.83,0.9969346733668341,0.20337262942080983,1,0.5007675079896324
SHIP_001170,SUP_0198,PROD_0081,Truck,597,2959,353.1,21.78,3,3,2,True,0,1193859.68,0.5914572864321609,0.11933085501858737,1,0.6283549100094727
SHIP_001171,SUP_0048,PROD_0034,Rail,160,200,300.9,24.08,13,13,15,True,0,65757.51,1.8806249999999998,1.5045,0,0.0
SHIP_001172,SUP_0169,PROD_0052,Truck,746,1941,313.17,22.8,5,5,8,True,0,1797353.97,0.41979892761394105,0.16134466769706338,0,0.0
SHIP_001173,SUP_0078,PROD_0021,Truck,199,2800,555.87,28.97,5,5,7,True,0,1338952.47,2.793316582914573,0.198525,0,0.0
SHIP_001174,SUP_0046,PROD_0061,Intermodal,493,815,210.13,12.49,20,20,20,True,0,411776.75,0.42622718052738334,0.2578282208588957,1,0.7011505695959496
SHIP_001175,SUP_0175,PROD_0069,Truck,706,1160,395.4,20.27,1,1,0,True,0,644658.3,0.560056657223796,0.34086206896551724,1,0.641002360631923
SHIP_001176,SUP_0109,PROD_0068,Air,842,376,793.38,88.6,1,1,2,True,0,609531.19,0.9422565320665083,2.110053191489362,0,0.0
SHIP_001177,SUP_0153,PROD_0050,Rail,564,1126,328.7,19.8,10,10,10,True,0,1220068.85,0.5828014184397163,0.2919182948490231,1,0.6317911952503641
SHIP_001178,SUP_0063,PROD_0044,Truck,504,2255,217.27,15.46,4,4,5,True,0,2799940.8,0.4310912698412699,0.09635033259423503,0,0.0
SHIP_001179,SUP_0147,PROD_0030,Rail,836,2948,117.79,13.6,5,5,4,True,0,5620283.09,0.14089712918660288,0.039955902306648576,1,0.8765032134956333
SHIP_001180,SUP_0040,PROD_0019,Truck,953,500,147.51,15.65,3,3,6,True,0,556746.55,0.15478488982161595,0.29502,0,0.0
SHIP_001181,SUP_0116,PROD_0056,Rail,313,1287,149.44,16.25,13,13,12,True,0,215916.23,0.477444089456869,0.11611499611499611,1,0.6768445636190641
SHIP_001182,SUP_0030,PROD_0097,Air,800,606,383.08,24.77,2,2,3,True,0,751635.86,0.47885,0.6321452145214521,0,0.0
SHIP_001183,SUP_0172,PROD_0039,Air,185,517,367.7,30.66,1,1,1,True,0,134132.64,1.9875675675675675,0.7112185686653771,1,0.33472046318074905
SHIP_001184,SUP_0168,PROD_0050,Rail,451,2482,159.01,13.96,13,13,15,True,0,953664.47,0.3525720620842572,0.06406526994359388,0,0.0
SHIP_001185,SUP_0153,PROD_0092,Rail,754,2624,331.57,31.74,12,12,13,True,0,992786.42,0.43974801061007956,0.1263605182926829,0,0.0
SHIP_001186,SUP_0195,PROD_0099,Truck,145,2297,513.56,35.01,2,2,2,True,0,693204.52,3.5417931034482755,0.22357858075750978,1,0.2201773566569485
SHIP_001187,SUP_0177,PROD_0093,Truck,154,82,444.96,37.91,4,4,7,False,0,15409.33,2.889350649350649,5.426341463414634,0,0.0
SHIP_001188,SUP_0158,PROD_0020,Truck,983,2538,590.62,67.37,2,2,5,True,0,3946393.59,0.6008341810783316,0.23271079590228527,0,0.0
SHIP_001189,SUP_0028,PROD_0004,Rail,916,106,279.41,19.14,9,9,12,False,0,185039.22,0.3050327510917031,2.6359433962264154,0,0.0
SHIP_001190,SUP_0160,PROD_0021,Truck,882,2554,202.65,9.3,1,1,2,True,0,1878470.56,0.22976190476190478,0.0793461237274863,0,0.0
SHIP_001191,SUP_0008,PROD_0058,Intermodal,280,1938,206.46,14.87,7,7,6,True,0,421971.19,0.7373571428571429,0.10653250773993808,1,0.575586893064178
SHIP_001192,SUP_0149,PROD_0007,Air,611,1212,375.51,42.23,1,1,2,True,0,1172017.23,0.614582651391162,0.3098267326732673,0,0.0
SHIP_001193,SUP_0148,PROD_0070,Truck,492,344,383.31,40.32,4,4,4,True,0,267143.91,0.7790853658536585,1.1142732558139534,1,0.5620865750419851
SHIP_001194,SUP_0082,PROD_0076,Truck,619,2247,160.37,17.28,4,4,7,True,0,812033.17,0.25907915993537967,0.07137071651090343,0,0.0
SHIP_001195,SUP_0039,PROD_0053,Air,48,447,222.13,15.16,1,1,2,True,0,41080.51,4.6277083333333335,0.4969351230425056,0,0.0
SHIP_001196,SUP_0115,PROD_0037,Truck,965,253,339.5,42.64,5,5,4,True,0,294414.22,0.3518134715025907,1.341897233201581,1,0.7397470295132235
SHIP_001197,SUP_0107,PROD_0009,Air,915,1500,430.83,32.24,2,2,2,False,0,2261018.31,0.47085245901639344,0.28722,1,0.6798778448986871
SHIP_001198,SUP_0031,PROD_0041,Ship,639,2964,197.38,20.58,40,40,39,True,0,4570774.26,0.3088888888888889,0.06659244264507422,1,0.7640067911714772
SHIP_001199,SUP_0061,PROD_0001,Rail,966,845,223.16,28.1,7,7,9,True,0,1837837.77,0.23101449275362318,0.264094674556213,0,0.0
SHIP_001200,SUP_0076,PROD_0047,Truck,350,2330,605.26,50.77,5,5,8,True,0,1515616.54,1.7293142857142856,0.2597682403433476,0,0.0
SHIP_001201,SUP_0002,PROD_0062,Truck,862,2850,421.02,37.23,1,1,0,False,0,2653641.46,0.4884222737819025,0.14772631578947368,1,0.6718523483655751
SHIP_001202,SUP_0081,PROD_0043,Truck,461,1545,554.6,59.61,4,4,4,True,0,1222490.42,1.2030368763557484,0.3589644012944984,1,0.45391886569515555
