shipment_id,supplier_id,product_id,transportation_mode,quantity,distance_miles,shipping_cost,fuel_surcharge,delivery_time_days,planned_delivery_time,actual_delivery_time,on_time_delivery,damage_incidents,carbon_footprint_kg
SHIP_000512,SUP_0184,PROD_0070,Truck,40,190,364.08,20.44,5,5,6,False,0,15400.98
SHIP_000513,SUP_0093,PROD_0092,Ship,985,2649,211.84,13.68,34,34,35,True,0,2011910.0
SHIP_000514,SUP_0187,PROD_0007,Rail,692,953,162.12,10.11,10,10,12,True,0,1298787.47
SHIP_000515,SUP_0093,PROD_0058,Truck,583,1868,535.88,38.03,5,5,6,True,0,1847644.3
SHIP_000516,SUP_0161,PROD_0074,Ship,927,915,72.48,8.83,40,40,43,True,0,1813496.93
SHIP_000517,SUP_0096,PROD_0051,Truck,771,2024,172.56,13.56,2,2,1,True,2,1378343.95
SHIP_000518,SUP_0042,PROD_0004,Rail,468,1956,307.61,27.97,10,10,10,True,0,906952.2
SHIP_000519,SUP_0036,PROD_0089,Rail,682,1283,117.91,10.05,12,12,14,True,0,1034809.79
SHIP_000520,SUP_0026,PROD_0009,Ship,243,1984,122.91,10.54,41,41,43,True,0,767802.38
SHIP_000521,SUP_0170,PROD_0091,Intermodal,556,2698,433.01,24.32,17,17,16,True,0,3064231.7
SHIP_000522,SUP_0065,PROD_0083,Truck,962,2422,197.61,14.86,4,4,3,True,0,5659586.83
SHIP_000523,SUP_0034,PROD_0047,Air,83,261,741.64,38.09,2,2,2,True,0,40750.95
SHIP_000524,SUP_0155,PROD_0029,Truck,434,1962,229.9,28.67,6,6,7,True,0,1484254.1
SHIP_000525,SUP_0149,PROD_0100,Rail,931,1090,134.93,10.21,10,10,11,False,0,2131918.52
SHIP_000526,SUP_0016,PROD_0029,Intermodal,681,745,195.22,14.85,11,11,13,True,2,640218.44
SHIP_000527,SUP_0128,PROD_0055,Truck,472,2637,315.29,14.63,3,3,2,True,0,2412440.84
SHIP_000528,SUP_0184,PROD_0037,Truck,283,363,133.32,13.44,4,4,7,False,0,93692.75
SHIP_000529,SUP_0003,PROD_0051,Rail,729,1654,339.04,32.35,11,11,12,True,0,1179785.28
SHIP_000530,SUP_0055,PROD_0062,Truck,463,698,126.61,7.33,6,6,8,True,0,462362.96
SHIP_000531,SUP_0125,PROD_0007,Ship,663,1459,169.32,17.57,23,23,26,True,0,1041317.83
SHIP_000532,SUP_0058,PROD_0075,Truck,781,894,530.81,68.15,2,2,1,False,0,1329907.99
SHIP_000533,SUP_0153,PROD_0083,Truck,352,745,218.95,26.21,6,6,6,True,0,404811.13
SHIP_000534,SUP_0067,PROD_0100,Truck,983,629,134.92,10.64,1,1,0,True,0,1466737.77
SHIP_000535,SUP_0049,PROD_0095,Truck,993,897,484.93,59.31,1,1,3,True,0,1167119.56
SHIP_000536,SUP_0067,PROD_0078,Truck,182,1926,300.6,32.87,2,2,5,True,0,664254.41
SHIP_000537,SUP_0137,PROD_0081,Air,960,1679,292.58,25.56,1,1,0,True,2,3151570.36
SHIP_000538,SUP_0021,PROD_0004,Intermodal,840,730,216.89,24.09,20,20,21,True,0,1437539.29
SHIP_000539,SUP_0004,PROD_0084,Truck,402,2434,420.99,42.97,3,3,3,True,0,597318.03
SHIP_000540,SUP_0164,PROD_0060,Ship,667,1348,160.95,16.82,28,28,30,True,0,1470513.0
SHIP_000541,SUP_0146,PROD_0090,Ship,723,2828,164.92,18.38,19,19,22,False,0,1303146.89
SHIP_000542,SUP_0157,PROD_0063,Air,321,860,771.89,92.32,2,2,5,True,0,180925.06
SHIP_000543,SUP_0006,PROD_0075,Truck,279,1056,439.62,56.14,4,4,4,True,0,310684.71
SHIP_000544,SUP_0159,PROD_0009,Truck,244,2930,410.01,41.5,5,5,5,True,0,1363439.61
SHIP_000545,SUP_0135,PROD_0020,Air,214,1965,910.81,113.12,2,2,3,True,0,687480.09
SHIP_000546,SUP_0055,PROD_0041,Truck,588,1775,156.95,19.0,2,2,3,True,0,2049426.5
SHIP_000547,SUP_0058,PROD_0066,Air,991,2104,845.6,35.22,1,1,1,True,0,3113016.35
SHIP_000548,SUP_0182,PROD_0001,Rail,37,957,190.77,16.16,6,6,6,True,1,59549.24
SHIP_000549,SUP_0145,PROD_0098,Air,505,2147,264.11,11.03,2,2,3,True,0,659815.75
SHIP_000550,SUP_0002,PROD_0013,Truck,520,1443,204.89,20.89,6,6,5,True,0,1378280.15
SHIP_000551,SUP_0178,PROD_0032,Rail,256,753,193.47,26.87,8,8,10,True,0,227450.59
SHIP_000552,SUP_0165,PROD_0057,Truck,639,264,454.59,25.95,3,3,6,False,0,152631.43
SHIP_000553,SUP_0187,PROD_0010,Truck,125,395,413.18,58.39,6,6,5,True,0,51114.12
SHIP_000554,SUP_0188,PROD_0091,Truck,897,1140,455.44,53.87,3,3,6,True,0,533030.65
SHIP_000555,SUP_0025,PROD_0088,Truck,315,1873,527.82,31.28,1,1,1,True,0,438380.51
SHIP_000556,SUP_0174,PROD_0002,Truck,280,728,275.39,24.58,3,3,6,True,0,188500.41
SHIP_000557,SUP_0183,PROD_0083,Truck,746,2118,235.66,15.82,3,3,2,True,0,1445193.77
SHIP_000558,SUP_0015,PROD_0001,Truck,260,668,155.54,12.65,4,4,4,True,0,220069.48
SHIP_000559,SUP_0034,PROD_0039,Truck,156,1374,512.03,50.01,6,6,8,True,0,291467.64
SHIP_000560,SUP_0083,PROD_0048,Truck,14,1986,502.51,62.85,3,3,3,True,0,36051.54
SHIP_000561,SUP_0142,PROD_0070,Rail,419,695,298.61,32.89,5,5,7,True,0,197878.59
SHIP_000562,SUP_0193,PROD_0015,Truck,288,726,197.59,17.49,2,2,5,True,0,206059.29
SHIP_000563,SUP_0097,PROD_0018,Air,747,2192,456.07,42.56,1,1,3,True,0,1059537.82
SHIP_000564,SUP_0159,PROD_0058,Truck,625,2431,339.14,18.44,2,2,5,False,0,3443020.78
SHIP_000565,SUP_0093,PROD_0079,Air,405,482,751.64,79.54,2,2,4,True,0,461239.83
SHIP_000566,SUP_0144,PROD_0084,Air,655,2964,633.62,64.7,2,2,1,True,0,1773526.57
SHIP_000567,SUP_0077,PROD_0050,Truck,420,1537,495.9,53.97,2,2,2,True,0,478021.04
SHIP_000568,SUP_0078,PROD_0037,Rail,492,2809,238.74,26.18,12,12,12,True,0,2827294.92
SHIP_000569,SUP_0195,PROD_0090,Rail,39,117,93.95,8.16,8,8,10,True,0,5904.83
SHIP_000570,SUP_0037,PROD_0092,Air,429,2390,915.5,81.95,1,1,3,True,0,2554581.66
SHIP_000571,SUP_0020,PROD_0088,Truck,120,166,502.45,30.65,6,6,9,False,0,24387.42
SHIP_000572,SUP_0050,PROD_0082,Truck,866,2912,316.14,35.71,2,2,1,True,0,5510764.22
SHIP_000573,SUP_0054,PROD_0093,Truck,794,864,428.34,42.58,5,5,7,True,0,686150.4
SHIP_000574,SUP_0184,PROD_0068,Air,930,1926,606.87,64.03,2,2,1,True,1,2501188.71
SHIP_000575,SUP_0128,PROD_0086,Rail,403,351,202.51,19.48,13,13,14,True,0,170125.47
SHIP_000576,SUP_0187,PROD_0002,Truck,134,2044,454.59,41.12,2,2,5,True,0,617894.32
SHIP_000577,SUP_0048,PROD_0067,Rail,933,105,301.11,17.11,11,11,10,True,0,125352.85
SHIP_000578,SUP_0072,PROD_0006,Truck,959,1323,556.36,32.74,1,1,4,True,0,2781732.45
SHIP_000579,SUP_0073,PROD_0084,Rail,342,72,254.53,29.95,7,7,9,True,1,34212.95
SHIP_000580,SUP_0068,PROD_0073,Truck,839,1905,566.18,57.0,1,1,2,True,0,2750355.83
SHIP_000581,SUP_0199,PROD_0003,Truck,363,2758,432.51,20.13,5,5,7,True,0,1726627.93
SHIP_000582,SUP_0176,PROD_0054,Ship,712,265,157.28,15.62,37,37,40,True,0,166935.85
SHIP_000583,SUP_0022,PROD_0077,Rail,697,2321,279.41,15.75,5,5,8,False,0,2405710.08
SHIP_000584,SUP_0128,PROD_0051,Air,829,1438,858.58,80.07,1,1,4,True,0,1811351.37
SHIP_000585,SUP_0031,PROD_0022,Truck,817,315,186.97,21.9,1,1,2,True,0,621480.45
SHIP_000586,SUP_0083,PROD_0092,Truck,915,2861,211.75,16.08,5,5,8,True,0,6359409.15
SHIP_000587,SUP_0018,PROD_0055,Rail,719,659,189.46,15.21,9,9,12,True,0,1020084.87
SHIP_000588,SUP_0106,PROD_0095,Air,804,489,333.07,32.79,2,2,5,True,0,744972.77
SHIP_000589,SUP_0105,PROD_0049,Intermodal,733,237,319.86,25.45,13,13,12,True,0,260887.05
SHIP_000590,SUP_0030,PROD_0010,Ship,785,1449,118.58,13.03,28,28,29,True,0,887721.4
SHIP_000591,SUP_0038,PROD_0095,Ship,61,1122,204.42,13.99,41,41,43,True,0,166408.51
SHIP_000592,SUP_0113,PROD_0026,Air,263,1947,955.21,71.17,2,2,4,False,0,262474.7
SHIP_000593,SUP_0095,PROD_0015,Truck,726,2927,479.48,53.18,5,5,5,True,0,5084389.47
SHIP_000594,SUP_0199,PROD_0003,Rail,430,1249,225.52,11.41,10,10,11,True,0,937315.56
SHIP_000595,SUP_0127,PROD_0036,Truck,864,2490,246.57,19.66,6,6,8,True,0,3068577.24
SHIP_000596,SUP_0101,PROD_0060,Truck,464,1140,215.25,26.37,2,2,1,True,0,990004.76
SHIP_000597,SUP_0086,PROD_0075,Truck,567,1524,539.23,34.33,5,5,8,True,0,762577.22
SHIP_000598,SUP_0027,PROD_0033,Truck,726,1302,513.76,64.58,5,5,7,True,0,1683992.62
SHIP_000599,SUP_0027,PROD_0095,Air,668,179,437.93,63.4,1,1,4,True,0,248943.63
SHIP_000600,SUP_0046,PROD_0036,Truck,155,2395,532.29,60.49,4,4,3,True,1,703604.91
SHIP_000601,SUP_0048,PROD_0079,Air,135,2482,701.55,79.41,1,1,0,True,0,427490.66
SHIP_000602,SUP_0083,PROD_0071,Rail,642,1850,238.32,21.68,11,11,12,True,0,1476022.33
SHIP_000603,SUP_0193,PROD_0040,Ship,463,1367,115.33,7.01,18,18,19,True,0,656417.28
SHIP_000604,SUP_0191,PROD_0047,Truck,199,1914,548.86,23.57,3,3,3,True,0,875524.6
SHIP_000605,SUP_0149,PROD_0040,Ship,119,2376,199.82,8.27,34,34,34,True,0,484688.03
SHIP_000606,SUP_0047,PROD_0043,Intermodal,580,445,415.15,27.98,20,20,21,True,0,461429.33
SHIP_000607,SUP_0055,PROD_0030,Rail,557,1231,304.3,17.41,12,12,15,True,0,1645749.05
SHIP_000608,SUP_0152,PROD_0047,Truck,985,1103,131.35,14.85,6,6,5,False,0,715940.14
SHIP_000609,SUP_0179,PROD_0010,Truck,632,1487,559.71,59.03,6,6,8,True,0,543551.67
SHIP_000610,SUP_0008,PROD_0039,Intermodal,274,164,270.24,24.86,11,11,10,True,0,76172.11
SHIP_000611,SUP_0070,PROD_0097,Truck,764,1759,259.43,22.68,1,1,4,True,0,2335367.03
SHIP_000612,SUP_0050,PROD_0007,Rail,924,2548,111.76,12.74,9,9,8,True,0,5683739.8
SHIP_000613,SUP_0056,PROD_0019,Ship,650,1060,155.68,13.48,35,35,34,True,0,1031730.33
SHIP_000614,SUP_0063,PROD_0079,Air,553,2081,305.42,14.84,2,2,1,True,0,2360602.4
SHIP_000615,SUP_0123,PROD_0024,Truck,802,1472,319.78,24.55,2,2,2,False,0,2494691.18
SHIP_000616,SUP_0013,PROD_0092,Rail,711,2719,360.16,41.52,8,8,7,True,0,3837690.36
SHIP_000617,SUP_0111,PROD_0073,Truck,916,692,346.92,33.48,4,4,3,True,0,1066378.34
SHIP_000618,SUP_0130,PROD_0074,Truck,217,1934,301.0,28.65,2,2,4,True,0,858995.97
SHIP_000619,SUP_0055,PROD_0065,Air,828,2545,602.13,67.51,1,1,4,False,0,2644868.69
SHIP_000620,SUP_0024,PROD_0066,Ship,501,2416,83.78,3.72,26,26,28,True,0,2486892.86
SHIP_000621,SUP_0025,PROD_0007,Ship,948,622,126.35,8.52,41,41,40,True,0,528502.74
SHIP_000622,SUP_0143,PROD_0056,Truck,242,2812,458.94,29.18,4,4,4,True,0,526305.37
SHIP_000623,SUP_0033,PROD_0089,Truck,309,184,354.01,43.11,6,6,5,False,0,130993.64
SHIP_000624,SUP_0098,PROD_0011,Truck,184,1284,427.19,35.89,4,4,3,True,0,311905.96
SHIP_000625,SUP_0083,PROD_0077,Intermodal,463,2808,345.92,38.44,9,9,10,True,0,1094501.1
SHIP_000626,SUP_0055,PROD_0090,Ship,517,906,107.54,9.43,43,43,43,False,0,877914.24
SHIP_000627,SUP_0123,PROD_0004,Truck,224,846,287.05,32.17,1,1,1,True,0,456245.15
SHIP_000628,SUP_0123,PROD_0049,Rail,696,1186,150.65,10.63,5,5,7,True,0,477757.41
SHIP_000629,SUP_0032,PROD_0086,Ship,84,1797,131.64,10.74,41,41,42,True,0,322311.86
SHIP_000630,SUP_0065,PROD_0045,Ship,644,2988,188.02,19.48,43,43,42,True,0,4243769.49
SHIP_000631,SUP_0122,PROD_0015,Truck,337,744,302.73,32.74,6,6,8,True,1,148555.61
SHIP_000632,SUP_0023,PROD_0031,Truck,289,2504,562.23,50.51,1,1,2,False,0,677644.58
SHIP_000633,SUP_0060,PROD_0089,Intermodal,230,2505,438.22,25.38,18,18,17,False,0,895228.79
SHIP_000634,SUP_0058,PROD_0028,Truck,490,1954,266.64,31.24,3,3,4,True,0,2089660.89
SHIP_000635,SUP_0063,PROD_0093,Truck,840,1548,447.86,40.37,4,4,4,True,0,2305460.66
SHIP_000636,SUP_0023,PROD_0042,Air,751,2501,321.27,29.79,2,2,1,True,0,1707793.2
SHIP_000637,SUP_0189,PROD_0090,Truck,659,601,418.62,33.68,6,6,8,True,0,363212.36
SHIP_000638,SUP_0108,PROD_0091,Air,250,737,232.03,25.14,2,2,3,True,0,140826.51
SHIP_000639,SUP_0200,PROD_0045,Truck,265,2474,425.02,41.82,2,2,3,True,0,986115.68
SHIP_000640,SUP_0141,PROD_0011,Truck,269,2816,151.7,15.13,4,4,3,True,0,1801345.6
SHIP_000641,SUP_0009,PROD_0082,Rail,333,2806,152.92,14.84,10,10,12,True,0,2199436.01
SHIP_000642,SUP_0159,PROD_0075,Truck,33,783,378.73,30.45,6,6,5,True,0,52570.35
SHIP_000643,SUP_0099,PROD_0073,Rail,24,735,129.93,18.15,9,9,8,True,2,24699.61
SHIP_000644,SUP_0192,PROD_0050,Truck,477,2602,316.68,31.49,1,1,3,True,0,2487206.31
SHIP_000645,SUP_0087,PROD_0093,Air,676,447,474.19,61.2,1,1,2,True,0,325032.15
SHIP_000646,SUP_0178,PROD_0076,Truck,940,2105,319.0,24.09,4,4,4,True,0,1217274.28
SHIP_000647,SUP_0078,PROD_0021,Ship,932,1353,191.01,16.58,22,22,21,True,0,1313224.46
SHIP_000648,SUP_0001,PROD_0097,Rail,935,2616,241.92,17.34,8,8,8,True,0,5196961.19
SHIP_000649,SUP_0038,PROD_0098,Truck,759,1523,280.0,29.39,4,4,5,True,0,2004973.74
SHIP_000650,SUP_0152,PROD_0024,Air,561,2908,821.43,62.63,2,2,3,True,0,3714206.35
SHIP_000651,SUP_0138,PROD_0026,Truck,353,1288,486.58,40.33,3,3,6,True,0,812849.33
SHIP_000652,SUP_0088,PROD_0048,Truck,81,2597,150.28,16.99,4,4,4,True,0,317055.08
SHIP_000653,SUP_0013,PROD_0008,Rail,396,2711,328.37,24.17,8,8,11,True,0,1852805.07
SHIP_000654,SUP_0088,PROD_0006,Truck,66,1008,236.63,13.38,2,2,4,True,0,129331.16
SHIP_000655,SUP_0078,PROD_0053,Air,368,1441,767.51,67.22,2,2,5,True,0,281197.44
SHIP_000656,SUP_0195,PROD_0099,Air,336,1304,611.15,64.3,2,2,3,True,1,657408.39
SHIP_000657,SUP_0158,PROD_0016,Truck,443,2681,138.69,10.3,2,2,3,False,0,1533653.05
SHIP_000658,SUP_0186,PROD_0069,Rail,899,2597,371.36,28.51,12,12,15,True,0,3648783.49
SHIP_000659,SUP_0126,PROD_0025,Ship,518,1325,91.99,5.33,39,39,40,True,1,387156.25
SHIP_000660,SUP_0059,PROD_0046,Truck,585,1231,313.47,33.13,3,3,3,True,0,910755.06
SHIP_000661,SUP_0091,PROD_0057,Truck,681,2527,596.93,55.01,2,2,3,True,0,3631134.27
SHIP_000662,SUP_0161,PROD_0009,Rail,222,397,136.59,6.83,7,7,10,True,0,217635.82
SHIP_000663,SUP_0014,PROD_0061,Truck,366,752,532.94,72.48,3,3,4,True,0,457316.39
SHIP_000664,SUP_0190,PROD_0035,Truck,116,816,524.76,59.95,2,2,5,True,0,132594.36
SHIP_000665,SUP_0160,PROD_0035,Intermodal,648,2037,230.66,10.09,15,15,17,True,0,2573448.28
SHIP_000666,SUP_0119,PROD_0084,Ship,410,2055,117.24,13.09,15,15,17,True,0,1352331.15
SHIP_000667,SUP_0180,PROD_0091,Truck,26,953,407.24,42.18,3,3,5,True,0,26002.75
SHIP_000668,SUP_0129,PROD_0045,Ship,810,424,192.07,16.29,34,34,34,True,0,440569.36
SHIP_000669,SUP_0011,PROD_0095,Truck,460,1520,324.48,18.05,4,4,4,True,1,434834.1
SHIP_000670,SUP_0103,PROD_0085,Air,75,1233,706.63,89.38,2,2,4,True,0,223728.92
SHIP_000671,SUP_0149,PROD_0094,Truck,450,298,480.67,44.18,5,5,4,True,0,155449.73
SHIP_000672,SUP_0002,PROD_0086,Truck,318,769,435.37,40.61,6,6,8,True,0,323605.49
SHIP_000673,SUP_0048,PROD_0042,Air,253,1990,855.53,80.49,1,1,2,False,0,691003.75
SHIP_000674,SUP_0195,PROD_0081,Truck,779,2511,324.06,24.83,1,1,1,True,0,4239371.24
SHIP_000675,SUP_0001,PROD_0080,Rail,328,602,296.43,19.01,8,8,8,True,0,328841.94
SHIP_000676,SUP_0012,PROD_0063,Air,383,671,783.63,50.81,2,2,4,True,0,206600.05
SHIP_000677,SUP_0032,PROD_0042,Truck,749,2594,593.96,46.7,3,3,6,True,0,4702883.32
SHIP_000678,SUP_0155,PROD_0067,Truck,672,442,419.89,42.96,2,2,3,True,0,350340.69
SHIP_000679,SUP_0175,PROD_0033,Rail,83,1675,283.37,30.56,6,6,7,True,1,217752.0
SHIP_000680,SUP_0070,PROD_0093,Air,526,1524,481.2,36.05,1,1,2,True,0,1564058.4
SHIP_000681,SUP_0177,PROD_0024,Truck,964,1065,124.94,5.98,1,1,3,True,0,1662180.47
SHIP_000682,SUP_0027,PROD_0001,Truck,360,2297,178.04,10.47,3,3,4,True,0,869941.84
SHIP_000683,SUP_0141,PROD_0022,Ship,327,446,114.14,12.5,21,21,24,True,0,230834.34
SHIP_000684,SUP_0054,PROD_0048,Truck,681,2875,561.8,23.79,2,2,5,True,0,1787890.85
SHIP_000685,SUP_0087,PROD_0099,Rail,159,1425,206.35,23.71,8,8,10,True,0,426127.17
SHIP_000686,SUP_0127,PROD_0023,Air,861,1286,639.37,82.53,2,2,1,True,0,1084818.45
SHIP_000687,SUP_0099,PROD_0018,Rail,447,919,220.17,16.95,6,6,7,True,0,962020.66
SHIP_000688,SUP_0085,PROD_0039,Truck,752,132,484.02,32.59,1,1,0,True,0,231175.21
SHIP_000689,SUP_0112,PROD_0001,Ship,509,1532,158.84,9.97,29,29,30,True,0,772353.58
SHIP_000690,SUP_0045,PROD_0100,Air,713,964,420.01,46.48,1,1,1,True,2,867681.63
SHIP_000691,SUP_0034,PROD_0089,Truck,376,650,302.45,21.8,6,6,5,True,0,426938.0
SHIP_000692,SUP_0172,PROD_0014,Ship,784,575,69.33,3.57,40,40,41,True,0,320463.46
SHIP_000693,SUP_0172,PROD_0034,Truck,641,2729,233.12,24.64,1,1,0,True,0,3407903.66
SHIP_000694,SUP_0137,PROD_0033,Ship,921,194,148.78,17.92,24,24,26,True,0,176402.04
SHIP_000695,SUP_0042,PROD_0013,Truck,252,1974,256.74,29.84,1,1,3,True,0,919455.71
SHIP_000696,SUP_0081,PROD_0035,Air,568,1271,290.47,35.07,2,2,5,True,0,434896.84
SHIP_000697,SUP_0015,PROD_0066,Air,279,1703,618.4,53.88,1,1,4,True,1,901760.76
SHIP_000698,SUP_0196,PROD_0070,Rail,206,2956,347.79,18.78,8,8,8,True,0,388211.89
SHIP_000699,SUP_0189,PROD_0024,Rail,655,1366,104.32,6.88,11,11,10,True,0,1087178.38
SHIP_000700,SUP_0030,PROD_0076,Rail,617,1589,334.55,34.98,13,13,15,True,0,700630.96
SHIP_000701,SUP_0166,PROD_0006,Truck,789,422,323.36,42.73,5,5,5,True,0,726355.79
SHIP_000702,SUP_0187,PROD_0052,Truck,232,714,147.54,17.87,3,3,5,True,0,183545.06
SHIP_000703,SUP_0144,PROD_0054,Truck,299,1111,392.1,38.77,4,4,5,True,0,562223.42
SHIP_000704,SUP_0103,PROD_0006,Intermodal,145,1263,337.49,18.62,11,11,10,True,0,97641.38
SHIP_000705,SUP_0009,PROD_0010,Truck,267,2968,205.81,20.1,2,2,5,True,0,969618.91
SHIP_000706,SUP_0157,PROD_0075,Truck,333,2631,594.46,45.98,2,2,1,True,1,1970359.35
SHIP_000707,SUP_0031,PROD_0014,Truck,980,2272,450.56,33.47,2,2,4,True,0,1661601.18
SHIP_000708,SUP_0015,PROD_0060,Ship,816,1949,217.99,12.65,17,17,19,False,0,3553137.35
SHIP_000709,SUP_0033,PROD_0094,Intermodal,497,2325,238.03,12.24,7,7,8,True,1,2584268.67
SHIP_000710,SUP_0138,PROD_0055,Truck,986,2403,496.94,41.05,2,2,4,True,0,5014661.85
SHIP_000711,SUP_0185,PROD_0085,Intermodal,766,2312,206.96,10.39,20,20,19,True,0,1661501.52
SHIP_000712,SUP_0026,PROD_0001,Rail,463,673,190.2,22.67,13,13,15,True,0,610367.65
SHIP_000713,SUP_0069,PROD_0097,Air,120,2688,718.61,77.14,2,2,4,True,0,596116.91
SHIP_000714,SUP_0029,PROD_0012,Rail,930,1497,185.84,15.3,13,13,16,True,0,1564999.95
SHIP_000715,SUP_0143,PROD_0066,Ship,570,972,150.25,11.23,39,39,42,False,0,877385.15
SHIP_000716,SUP_0064,PROD_0072,Rail,729,1052,225.77,26.19,13,13,12,True,0,614073.01
SHIP_000717,SUP_0037,PROD_0030,Truck,697,1751,368.21,42.18,2,2,2,True,0,2871341.14
SHIP_000718,SUP_0157,PROD_0013,Ship,737,1707,209.51,15.03,30,30,29,True,0,2343135.15
SHIP_000719,SUP_0092,PROD_0067,Intermodal,623,2693,203.26,15.75,16,16,18,True,0,1182968.78
SHIP_000720,SUP_0159,PROD_0004,Truck,36,94,445.55,36.07,5,5,7,True,0,7541.54
SHIP_000721,SUP_0143,PROD_0077,Air,194,226,716.67,48.96,1,1,0,True,0,58033.51
SHIP_000722,SUP_0127,PROD_0007,Ship,753,1965,89.54,7.76,24,24,24,True,0,1828262.28
SHIP_000723,SUP_0001,PROD_0031,Air,829,404,740.47,99.17,2,2,5,True,0,261927.58
SHIP_000724,SUP_0152,PROD_0018,Truck,121,1935,130.96,13.8,5,5,4,True,0,153584.56
SHIP_000725,SUP_0179,PROD_0040,Truck,29,1632,464.42,41.57,6,6,5,False,0,71872.8
SHIP_000726,SUP_0065,PROD_0070,Truck,734,1278,269.47,34.35,3,3,4,True,0,2151193.0
SHIP_000727,SUP_0180,PROD_0052,Intermodal,268,1861,154.27,14.18,10,10,12,True,0,1057942.8
SHIP_000728,SUP_0005,PROD_0027,Air,181,701,596.7,37.02,2,2,5,True,0,253075.35
SHIP_000729,SUP_0027,PROD_0006,Truck,319,1128,166.38,13.06,4,4,6,True,0,357647.24
SHIP_000730,SUP_0055,PROD_0053,Air,888,1630,536.58,58.65,2,2,4,True,0,1267915.68
SHIP_000731,SUP_0188,PROD_0087,Truck,193,405,308.72,29.02,3,3,3,True,1,142930.64
SHIP_000732,SUP_0103,PROD_0011,Ship,440,1844,143.84,13.91,31,31,34,True,0,742753.64
SHIP_000733,SUP_0102,PROD_0018,Truck,266,1798,191.97,8.77,1,1,2,True,0,350858.8
SHIP_000734,SUP_0048,PROD_0073,Air,842,2055,257.64,26.18,1,1,1,True,0,1844586.51
SHIP_000735,SUP_0007,PROD_0038,Truck,641,1016,253.42,31.73,1,1,0,True,0,360376.15
SHIP_000736,SUP_0158,PROD_0094,Truck,277,1889,429.95,51.39,1,1,3,True,0,688087.49
SHIP_000737,SUP_0029,PROD_0049,Rail,300,180,270.45,18.26,6,6,5,True,0,88664.59
SHIP_000738,SUP_0159,PROD_0032,Truck,297,2654,267.93,12.31,3,3,4,True,0,527488.58
SHIP_000739,SUP_0034,PROD_0077,Rail,232,1301,124.43,13.46,7,7,10,True,0,487016.97
SHIP_000740,SUP_0059,PROD_0070,Truck,400,1986,238.44,16.23,3,3,2,True,0,1473858.65
SHIP_000741,SUP_0138,PROD_0039,Air,404,2044,608.04,65.28,1,1,4,True,0,802830.47
SHIP_000742,SUP_0072,PROD_0043,Truck,93,1894,297.5,18.31,1,1,0,True,0,145579.79
SHIP_000743,SUP_0192,PROD_0025,Rail,350,1257,266.2,18.87,13,13,14,True,0,898976.06
SHIP_000744,SUP_0138,PROD_0098,Truck,812,456,509.87,72.04,5,5,8,True,0,669973.45
SHIP_000745,SUP_0072,PROD_0083,Rail,268,2345,191.13,17.54,13,13,16,True,0,1293322.45
SHIP_000746,SUP_0017,PROD_0057,Ship,693,767,63.97,5.51,35,35,37,True,0,652371.43
SHIP_000747,SUP_0081,PROD_0020,Rail,193,53,292.92,16.22,8,8,11,True,0,8401.16
SHIP_000748,SUP_0126,PROD_0024,Rail,543,803,292.58,26.82,9,9,10,True,2,1032039.04
SHIP_000749,SUP_0116,PROD_0016,Air,173,2603,325.17,20.91,2,2,4,False,1,461273.66
SHIP_000750,SUP_0185,PROD_0037,Truck,836,1853,551.89,69.1,2,2,4,True,0,3835776.66
SHIP_000751,SUP_0137,PROD_0001,Rail,789,2230,352.0,27.35,12,12,12,True,0,1392656.21
SHIP_000752,SUP_0110,PROD_0021,Rail,628,1180,289.87,21.8,5,5,7,True,2,1838274.84
SHIP_000753,SUP_0122,PROD_0006,Intermodal,214,1908,319.09,24.6,7,7,10,True,0,482614.41
SHIP_000754,SUP_0105,PROD_0054,Truck,208,1403,453.74,28.92,5,5,5,True,0,190919.03
SHIP_000755,SUP_0064,PROD_0027,Intermodal,61,1005,390.61,22.02,17,17,20,True,0,149522.3
SHIP_000756,SUP_0007,PROD_0024,Rail,984,2874,114.42,9.24,5,5,7,True,0,3206139.46
SHIP_000757,SUP_0157,PROD_0017,Air,580,2448,980.51,101.17,1,1,1,False,0,1774550.99
SHIP_000758,SUP_0100,PROD_0052,Air,147,2015,804.05,76.07,1,1,0,True,0,315155.43
SHIP_000759,SUP_0094,PROD_0040,Rail,253,1442,98.84,6.78,8,8,7,True,0,194220.01
SHIP_000760,SUP_0051,PROD_0046,Air,886,364,788.44,74.88,2,2,3,False,0,324661.33
SHIP_000761,SUP_0118,PROD_0002,Ship,715,2214,237.75,17.17,16,16,17,True,0,2356316.75
SHIP_000762,SUP_0172,PROD_0019,Ship,821,868,160.23,7.47,17,17,20,True,0,848987.86
SHIP_000763,SUP_0026,PROD_0044,Truck,30,1736,248.82,11.1,6,6,8,True,0,79532.54
SHIP_000764,SUP_0180,PROD_0084,Truck,672,1475,361.01,32.18,6,6,7,False,0,940449.53
SHIP_000765,SUP_0159,PROD_0059,Truck,364,1382,327.21,31.88,6,6,9,True,0,528606.97
SHIP_000766,SUP_0124,PROD_0049,Truck,310,1458,284.06,36.67,3,3,6,True,0,1092093.99
SHIP_000767,SUP_0018,PROD_0085,Truck,818,1868,556.55,55.74,2,2,5,True,0,1070874.7
SHIP_000768,SUP_0136,PROD_0031,Ship,131,195,105.94,8.19,22,22,24,True,0,41508.4
