date,product_id,product_category,stock_level,safety_stock,reorder_point,max_stock,unit_cost,carrying_cost_percent,demand_variance,supplier_id
2024-11-13,PROD_0058,Industrial,475,71,142,855,78.46,0.243,0.358,SUP_0047
2024-11-13,PROD_0059,Automotive,1433,214,429,2579,122.98,0.247,0.438,SUP_0136
2024-11-13,PROD_0060,Industrial,190,28,57,342,51.41,0.264,0.184,SUP_0138
2024-11-13,PROD_0061,Electronics,1267,190,380,2280,135.43,0.348,0.293,SUP_0099
2024-11-13,PROD_0062,Industrial,279,41,83,502,15.02,0.178,0.172,SUP_0123
2024-11-13,PROD_0063,Healthcare,1223,183,366,2201,19.55,0.308,0.271,SUP_0061
2024-11-13,PROD_0064,Industrial,377,56,113,678,135.23,0.338,0.336,SUP_0082
2024-11-13,PROD_0065,Consumer_Goods,396,59,118,712,162.73,0.222,0.37,SUP_0141
2024-11-13,PROD_0066,Consumer_Goods,386,57,115,694,32.75,0.177,0.429,SUP_0108
2024-11-13,PROD_0067,Automotive,873,130,261,1571,53.41,0.311,0.348,SUP_0171
2024-11-13,PROD_0068,Industrial,982,147,294,1767,86.73,0.244,0.432,SUP_0174
2024-11-13,PROD_0069,Industrial,1298,194,389,2336,130.64,0.263,0.221,SUP_0101
2024-11-13,PROD_0070,Consumer_Goods,467,70,140,840,148.21,0.194,0.213,SUP_0141
2024-11-13,PROD_0071,Automotive,176,26,52,316,152.21,0.235,0.337,SUP_0122
2024-11-13,PROD_0072,Healthcare,524,78,157,943,54.02,0.331,0.434,SUP_0198
2024-11-13,PROD_0073,Industrial,1707,256,512,3072,193.9,0.244,0.36,SUP_0146
2024-11-13,PROD_0074,Healthcare,1022,153,306,1839,178.36,0.341,0.282,SUP_0022
2024-11-13,PROD_0075,Consumer_Goods,548,82,164,986,70.32,0.241,0.428,SUP_0124
2024-11-13,PROD_0076,Automotive,60,9,18,108,198.91,0.16,0.167,SUP_0092
2024-11-13,PROD_0077,Automotive,991,148,297,1783,66.09,0.288,0.245,SUP_0145
2024-11-13,PROD_0078,Industrial,316,47,94,568,175.34,0.228,0.209,SUP_0133
2024-11-13,PROD_0079,Industrial,649,97,194,1168,118.13,0.235,0.25,SUP_0197
2024-11-13,PROD_0080,Consumer_Goods,740,111,222,1332,58.69,0.216,0.408,SUP_0015
2024-11-13,PROD_0081,Electronics,1174,176,352,2113,109.15,0.235,0.376,SUP_0128
2024-11-13,PROD_0082,Automotive,335,50,100,603,44.94,0.326,0.432,SUP_0166
2024-11-13,PROD_0083,Electronics,833,124,249,1499,188.61,0.222,0.449,SUP_0064
2024-11-13,PROD_0084,Healthcare,182,27,54,327,182.5,0.202,0.387,SUP_0005
2024-11-13,PROD_0085,Automotive,1100,165,330,1980,29.66,0.338,0.237,SUP_0043
2024-11-13,PROD_0086,Consumer_Goods,1394,209,418,2509,48.96,0.301,0.114,SUP_0023
2024-11-13,PROD_0087,Consumer_Goods,405,60,121,729,154.45,0.273,0.405,SUP_0197
2024-11-13,PROD_0088,Consumer_Goods,1125,168,337,2025,183.46,0.329,0.121,SUP_0197
2024-11-13,PROD_0089,Automotive,343,51,102,617,16.01,0.255,0.135,SUP_0117
2024-11-13,PROD_0090,Industrial,495,74,148,891,109.82,0.285,0.196,SUP_0074
2024-11-13,PROD_0091,Healthcare,1009,151,302,1816,174.67,0.338,0.362,SUP_0003
2024-11-13,PROD_0092,Healthcare,1279,191,383,2302,82.16,0.18,0.313,SUP_0136
2024-11-13,PROD_0093,Healthcare,1129,169,338,2032,174.6,0.318,0.249,SUP_0091
2024-11-13,PROD_0094,Healthcare,538,80,161,968,171.96,0.177,0.22,SUP_0184
2024-11-13,PROD_0095,Electronics,130,19,39,234,85.22,0.27,0.268,SUP_0004
2024-11-13,PROD_0096,Industrial,311,46,93,559,115.79,0.285,0.387,SUP_0077
2024-11-13,PROD_0097,Consumer_Goods,458,68,137,824,33.47,0.154,0.28,SUP_0025
2024-11-13,PROD_0098,Electronics,151,22,45,271,32.03,0.268,0.432,SUP_0077
2024-11-13,PROD_0099,Automotive,886,132,265,1594,69.89,0.301,0.305,SUP_0055
2024-11-13,PROD_0100,Automotive,862,129,258,1551,23.47,0.34,0.4,SUP_0101
2024-11-14,PROD_0001,Healthcare,828,124,248,1490,180.54,0.263,0.114,SUP_0177
2024-11-14,PROD_0002,Industrial,657,98,197,1182,109.09,0.261,0.296,SUP_0028
2024-11-14,PROD_0003,Electronics,1290,193,387,2322,120.09,0.331,0.4,SUP_0148
2024-11-14,PROD_0004,Industrial,1539,230,461,2770,27.65,0.189,0.379,SUP_0190
2024-11-14,PROD_0005,Automotive,695,104,208,1251,18.79,0.263,0.415,SUP_0030
2024-11-14,PROD_0006,Healthcare,416,62,124,748,130.21,0.279,0.26,SUP_0181
2024-11-14,PROD_0007,Consumer_Goods,145,21,43,261,64.87,0.275,0.317,SUP_0149
2024-11-14,PROD_0008,Consumer_Goods,76,11,22,136,47.52,0.202,0.439,SUP_0129
2024-11-14,PROD_0009,Consumer_Goods,674,101,202,1213,177.87,0.234,0.394,SUP_0159
2024-11-14,PROD_0010,Industrial,996,149,298,1792,121.5,0.166,0.395,SUP_0126
2024-11-14,PROD_0011,Electronics,285,42,85,513,57.05,0.241,0.123,SUP_0043
2024-11-14,PROD_0012,Consumer_Goods,111,16,33,199,75.17,0.206,0.433,SUP_0003
2024-11-14,PROD_0013,Industrial,604,90,181,1087,132.03,0.292,0.439,SUP_0162
2024-11-14,PROD_0014,Consumer_Goods,375,56,112,675,80.14,0.328,0.198,SUP_0033
2024-11-14,PROD_0015,Consumer_Goods,621,93,186,1117,16.19,0.304,0.194,SUP_0178
2024-11-14,PROD_0016,Electronics,743,111,222,1337,177.04,0.198,0.132,SUP_0138
2024-11-14,PROD_0017,Healthcare,1519,227,455,2734,61.04,0.198,0.196,SUP_0090
2024-11-14,PROD_0018,Electronics,1528,229,458,2750,81.35,0.26,0.138,SUP_0104
2024-11-14,PROD_0019,Healthcare,175,26,52,315,15.49,0.187,0.146,SUP_0159
2024-11-14,PROD_0020,Electronics,1026,153,307,1846,37.69,0.152,0.334,SUP_0143
2024-11-14,PROD_0021,Healthcare,1024,153,307,1843,116.68,0.265,0.417,SUP_0015
2024-11-14,PROD_0022,Automotive,1183,177,354,2129,152.25,0.331,0.414,SUP_0115
2024-11-14,PROD_0023,Industrial,911,136,273,1639,75.61,0.314,0.212,SUP_0059
2024-11-14,PROD_0024,Industrial,1257,188,377,2262,114.36,0.315,0.349,SUP_0147
2024-11-14,PROD_0025,Automotive,790,118,237,1422,169.72,0.268,0.342,SUP_0112
2024-11-14,PROD_0026,Consumer_Goods,1723,258,516,3101,69.4,0.306,0.36,SUP_0013
2024-11-14,PROD_0027,Consumer_Goods,159,23,47,286,155.85,0.164,0.151,SUP_0036
2024-11-14,PROD_0028,Industrial,1635,245,490,2943,64.34,0.198,0.336,SUP_0170
2024-11-14,PROD_0029,Consumer_Goods,913,136,273,1643,160.79,0.215,0.36,SUP_0143
2024-11-14,PROD_0030,Electronics,242,36,72,435,125.69,0.272,0.17,SUP_0178
2024-11-14,PROD_0031,Healthcare,691,103,207,1243,155.06,0.297,0.225,SUP_0030
2024-11-14,PROD_0032,Consumer_Goods,858,128,257,1544,106.31,0.278,0.204,SUP_0050
2024-11-14,PROD_0033,Electronics,1101,165,330,1981,60.75,0.309,0.316,SUP_0022
2024-11-14,PROD_0034,Automotive,740,111,222,1332,25.63,0.275,0.399,SUP_0063
2024-11-14,PROD_0035,Electronics,284,42,85,511,104.97,0.274,0.386,SUP_0190
2024-11-14,PROD_0036,Industrial,881,132,264,1585,42.67,0.289,0.288,SUP_0101
2024-11-14,PROD_0037,Consumer_Goods,577,86,173,1038,30.96,0.348,0.25,SUP_0126
2024-11-14,PROD_0038,Industrial,799,119,239,1438,197.92,0.327,0.105,SUP_0103
2024-11-14,PROD_0039,Healthcare,1532,229,459,2757,17.39,0.288,0.206,SUP_0118
2024-11-14,PROD_0040,Industrial,1278,191,383,2300,47.92,0.347,0.164,SUP_0061
2024-11-14,PROD_0041,Electronics,484,72,145,871,194.51,0.223,0.36,SUP_0001
2024-11-14,PROD_0042,Consumer_Goods,189,28,56,340,32.57,0.349,0.191,SUP_0084
2024-11-14,PROD_0043,Industrial,413,61,123,743,83.77,0.303,0.156,SUP_0186
2024-11-14,PROD_0044,Consumer_Goods,1218,182,365,2192,144.84,0.24,0.246,SUP_0049
2024-11-14,PROD_0045,Healthcare,1181,177,354,2125,45.0,0.191,0.125,SUP_0181
2024-11-14,PROD_0046,Electronics,1075,161,322,1935,136.23,0.243,0.226,SUP_0161
2024-11-14,PROD_0047,Consumer_Goods,1091,163,327,1963,195.9,0.255,0.246,SUP_0131
2024-11-14,PROD_0048,Consumer_Goods,329,49,98,592,50.2,0.194,0.173,SUP_0087
2024-11-14,PROD_0049,Electronics,754,113,226,1357,96.4,0.244,0.126,SUP_0189
2024-11-14,PROD_0050,Electronics,913,136,273,1643,193.82,0.26,0.245,SUP_0133
2024-11-14,PROD_0051,Industrial,1424,213,427,2563,77.63,0.326,0.177,SUP_0127
2024-11-14,PROD_0052,Healthcare,951,142,285,1711,147.84,0.337,0.127,SUP_0097
2024-11-14,PROD_0053,Consumer_Goods,141,21,42,253,34.29,0.199,0.373,SUP_0126
2024-11-14,PROD_0054,Industrial,277,41,83,498,22.96,0.272,0.108,SUP_0091
2024-11-14,PROD_0055,Electronics,1465,219,439,2637,173.15,0.227,0.403,SUP_0170
2024-11-14,PROD_0056,Automotive,861,129,258,1549,38.07,0.288,0.234,SUP_0128
2024-11-14,PROD_0057,Automotive,90,13,27,162,57.09,0.336,0.261,SUP_0093
2024-11-14,PROD_0058,Consumer_Goods,425,63,127,765,94.6,0.218,0.384,SUP_0029
2024-11-14,PROD_0059,Industrial,584,87,175,1051,86.43,0.285,0.235,SUP_0124
2024-11-14,PROD_0060,Industrial,386,57,115,694,138.9,0.334,0.165,SUP_0081
2024-11-14,PROD_0061,Electronics,1672,250,501,3009,162.85,0.209,0.163,SUP_0080
2024-11-14,PROD_0062,Healthcare,361,54,108,649,165.87,0.231,0.12,SUP_0079
2024-11-14,PROD_0063,Electronics,779,116,233,1402,199.5,0.27,0.29,SUP_0138
2024-11-14,PROD_0064,Consumer_Goods,415,62,124,747,94.58,0.2,0.25,SUP_0025
2024-11-14,PROD_0065,Healthcare,1488,223,446,2678,39.39,0.217,0.362,SUP_0172
2024-11-14,PROD_0066,Automotive,260,39,78,468,27.71,0.209,0.443,SUP_0185
2024-11-14,PROD_0067,Healthcare,1133,169,339,2039,31.53,0.279,0.177,SUP_0133
2024-11-14,PROD_0068,Industrial,839,125,251,1510,170.57,0.241,0.106,SUP_0033
2024-11-14,PROD_0069,Healthcare,852,127,255,1533,69.95,0.216,0.126,SUP_0173
2024-11-14,PROD_0070,Healthcare,768,115,230,1382,17.83,0.312,0.184,SUP_0093
2024-11-14,PROD_0071,Healthcare,792,118,237,1425,69.29,0.152,0.316,SUP_0010
2024-11-14,PROD_0072,Industrial,1188,178,356,2138,196.57,0.289,0.243,SUP_0163
2024-11-14,PROD_0073,Consumer_Goods,856,128,256,1540,99.41,0.327,0.292,SUP_0097
2024-11-14,PROD_0074,Consumer_Goods,1295,194,388,2331,77.17,0.161,0.357,SUP_0175
2024-11-14,PROD_0075,Electronics,1450,217,435,2610,65.28,0.168,0.379,SUP_0009
2024-11-14,PROD_0076,Industrial,100,15,30,180,61.76,0.331,0.399,SUP_0095
2024-11-14,PROD_0077,Healthcare,734,110,220,1321,173.53,0.313,0.178,SUP_0067
2024-11-14,PROD_0078,Electronics,889,133,266,1600,192.16,0.181,0.113,SUP_0132
2024-11-14,PROD_0079,Industrial,629,94,188,1132,199.89,0.2,0.425,SUP_0166
2024-11-14,PROD_0080,Industrial,1193,178,357,2147,129.76,0.182,0.265,SUP_0149
2024-11-14,PROD_0081,Industrial,272,40,81,489,181.17,0.158,0.429,SUP_0100
2024-11-14,PROD_0082,Consumer_Goods,1049,157,314,1888,114.57,0.302,0.419,SUP_0154
2024-11-14,PROD_0083,Electronics,1228,184,368,2210,137.6,0.213,0.37,SUP_0068
2024-11-14,PROD_0084,Electronics,1058,158,317,1904,109.84,0.176,0.251,SUP_0200
2024-11-14,PROD_0085,Healthcare,251,37,75,451,36.05,0.232,0.389,SUP_0026
2024-11-14,PROD_0086,Industrial,573,85,171,1031,44.08,0.178,0.219,SUP_0111
2024-11-14,PROD_0087,Electronics,546,81,163,982,174.64,0.158,0.208,SUP_0020
2024-11-14,PROD_0088,Healthcare,1109,166,332,1996,62.43,0.226,0.306,SUP_0056
2024-11-14,PROD_0089,Automotive,830,124,249,1494,134.9,0.165,0.142,SUP_0026
2024-11-14,PROD_0090,Industrial,1629,244,488,2932,34.45,0.215,0.304,SUP_0098
2024-11-14,PROD_0091,Healthcare,1711,256,513,3079,18.88,0.18,0.247,SUP_0034
2024-11-14,PROD_0092,Electronics,1527,229,458,2748,66.61,0.34,0.442,SUP_0174
2024-11-14,PROD_0093,Healthcare,936,140,280,1684,85.7,0.182,0.275,SUP_0063
2024-11-14,PROD_0094,Consumer_Goods,1221,183,366,2197,109.05,0.224,0.111,SUP_0065
2024-11-14,PROD_0095,Automotive,619,92,185,1114,149.35,0.153,0.423,SUP_0118
2024-11-14,PROD_0096,Electronics,114,17,34,205,188.66,0.228,0.291,SUP_0089
2024-11-14,PROD_0097,Consumer_Goods,657,98,197,1182,184.07,0.175,0.34,SUP_0091
2024-11-14,PROD_0098,Healthcare,1646,246,493,2962,160.48,0.204,0.428,SUP_0079
2024-11-14,PROD_0099,Healthcare,1090,163,327,1962,161.94,0.154,0.144,SUP_0191
2024-11-14,PROD_0100,Electronics,548,82,164,986,96.05,0.229,0.397,SUP_0044
2024-11-15,PROD_0001,Electronics,1007,151,302,1812,66.91,0.302,0.204,SUP_0104
2024-11-15,PROD_0002,Healthcare,321,48,96,577,155.27,0.206,0.387,SUP_0053
2024-11-15,PROD_0003,Electronics,232,34,69,417,67.37,0.207,0.173,SUP_0171
2024-11-15,PROD_0004,Consumer_Goods,86,12,25,154,115.63,0.193,0.423,SUP_0058
2024-11-15,PROD_0005,Healthcare,160,24,48,288,144.56,0.265,0.368,SUP_0099
2024-11-15,PROD_0006,Consumer_Goods,152,22,45,273,141.12,0.235,0.377,SUP_0076
2024-11-15,PROD_0007,Consumer_Goods,1014,152,304,1825,51.64,0.237,0.34,SUP_0194
2024-11-15,PROD_0008,Industrial,329,49,98,592,47.88,0.229,0.322,SUP_0191
2024-11-15,PROD_0009,Healthcare,706,105,211,1270,45.18,0.275,0.282,SUP_0163
2024-11-15,PROD_0010,Industrial,750,112,225,1350,84.51,0.308,0.402,SUP_0070
2024-11-15,PROD_0011,Healthcare,868,130,260,1562,81.58,0.344,0.149,SUP_0046
2024-11-15,PROD_0012,Electronics,117,17,35,210,182.68,0.252,0.39,SUP_0110
2024-11-15,PROD_0013,Automotive,547,82,164,984,157.35,0.212,0.33,SUP_0154
2024-11-15,PROD_0014,Automotive,894,134,268,1609,14.23,0.345,0.126,SUP_0151
2024-11-15,PROD_0015,Automotive,712,106,213,1281,106.8,0.159,0.246,SUP_0186
2024-11-15,PROD_0016,Industrial,944,141,283,1699,93.83,0.256,0.386,SUP_0026
2024-11-15,PROD_0017,Healthcare,1122,168,336,2019,149.64,0.203,0.305,SUP_0126
2024-11-15,PROD_0018,Consumer_Goods,363,54,108,653,22.61,0.302,0.308,SUP_0016
2024-11-15,PROD_0019,Automotive,810,121,243,1458,190.44,0.164,0.283,SUP_0160
2024-11-15,PROD_0020,Consumer_Goods,1019,152,305,1834,179.76,0.178,0.348,SUP_0099
2024-11-15,PROD_0021,Healthcare,147,22,44,264,144.48,0.231,0.407,SUP_0044
2024-11-15,PROD_0022,Industrial,1465,219,439,2637,125.35,0.261,0.126,SUP_0171
2024-11-15,PROD_0023,Industrial,208,31,62,374,172.58,0.159,0.193,SUP_0133
2024-11-15,PROD_0024,Consumer_Goods,983,147,294,1769,89.37,0.33,0.287,SUP_0129
2024-11-15,PROD_0025,Healthcare,327,49,98,588,166.18,0.177,0.278,SUP_0044
2024-11-15,PROD_0026,Healthcare,938,140,281,1688,52.82,0.29,0.276,SUP_0113
2024-11-15,PROD_0027,Healthcare,443,66,132,797,169.48,0.221,0.175,SUP_0089
2024-11-15,PROD_0028,Electronics,1060,159,318,1908,136.04,0.186,0.396,SUP_0008
2024-11-15,PROD_0029,Electronics,443,66,132,797,148.3,0.24,0.444,SUP_0084
2024-11-15,PROD_0030,Consumer_Goods,612,91,183,1101,51.42,0.227,0.145,SUP_0067
2024-11-15,PROD_0031,Industrial,944,141,283,1699,38.78,0.247,0.211,SUP_0164
2024-11-15,PROD_0032,Electronics,1173,175,351,2111,119.53,0.345,0.433,SUP_0112
2024-11-15,PROD_0033,Industrial,1357,203,407,2442,120.13,0.3,0.416,SUP_0015
2024-11-15,PROD_0034,Healthcare,1138,170,341,2048,124.77,0.307,0.248,SUP_0162
2024-11-15,PROD_0035,Electronics,217,32,65,390,17.07,0.235,0.115,SUP_0112
2024-11-15,PROD_0036,Electronics,123,18,36,221,147.1,0.167,0.209,SUP_0088
2024-11-15,PROD_0037,Industrial,1117,167,335,2010,165.96,0.35,0.427,SUP_0007
2024-11-15,PROD_0038,Industrial,118,17,35,212,88.92,0.281,0.333,SUP_0157
2024-11-15,PROD_0039,Automotive,231,34,69,415,18.32,0.225,0.102,SUP_0119
2024-11-15,PROD_0040,Consumer_Goods,1371,205,411,2467,138.92,0.324,0.111,SUP_0151
2024-11-15,PROD_0041,Consumer_Goods,803,120,240,1445,25.75,0.197,0.307,SUP_0091
2024-11-15,PROD_0042,Industrial,1165,174,349,2097,128.22,0.295,0.402,SUP_0018
2024-11-15,PROD_0043,Automotive,80,12,24,144,168.34,0.172,0.425,SUP_0088
2024-11-15,PROD_0044,Automotive,565,84,169,1017,122.61,0.305,0.408,SUP_0152
2024-11-15,PROD_0045,Consumer_Goods,1190,178,357,2142,95.84,0.323,0.431,SUP_0127
2024-11-15,PROD_0046,Automotive,588,88,176,1058,141.94,0.251,0.313,SUP_0176
2024-11-15,PROD_0047,Consumer_Goods,542,81,162,975,101.13,0.256,0.169,SUP_0025
2024-11-15,PROD_0048,Industrial,481,72,144,865,154.04,0.183,0.223,SUP_0171
2024-11-15,PROD_0049,Automotive,900,135,270,1620,105.7,0.284,0.274,SUP_0169
2024-11-15,PROD_0050,Healthcare,89,13,26,160,135.56,0.195,0.126,SUP_0016
2024-11-15,PROD_0051,Consumer_Goods,810,121,243,1458,40.71,0.279,0.42,SUP_0118
2024-11-15,PROD_0052,Automotive,1449,217,434,2608,177.76,0.295,0.42,SUP_0087
2024-11-15,PROD_0053,Healthcare,1432,214,429,2577,82.39,0.267,0.373,SUP_0113
2024-11-15,PROD_0054,Electronics,658,98,197,1184,82.14,0.291,0.356,SUP_0075
2024-11-15,PROD_0055,Electronics,300,45,90,540,173.43,0.252,0.162,SUP_0079
2024-11-15,PROD_0056,Automotive,1000,150,300,1800,111.75,0.307,0.118,SUP_0092
2024-11-15,PROD_0057,Consumer_Goods,991,148,297,1783,185.32,0.238,0.118,SUP_0020
2024-11-15,PROD_0058,Industrial,729,109,218,1312,198.32,0.166,0.23,SUP_0135
2024-11-15,PROD_0059,Electronics,592,88,177,1065,89.32,0.189,0.156,SUP_0150
2024-11-15,PROD_0060,Automotive,778,116,233,1400,80.55,0.288,0.426,SUP_0035
2024-11-15,PROD_0061,Healthcare,484,72,145,871,107.57,0.185,0.444,SUP_0119
2024-11-15,PROD_0062,Industrial,230,34,69,414,55.91,0.25,0.132,SUP_0124
2024-11-15,PROD_0063,Healthcare,1068,160,320,1922,89.03,0.323,0.23,SUP_0137
2024-11-15,PROD_0064,Consumer_Goods,122,18,36,219,85.01,0.191,0.417,SUP_0013
2024-11-15,PROD_0065,Electronics,1597,239,479,2874,114.0,0.332,0.419,SUP_0108
2024-11-15,PROD_0066,Industrial,803,120,240,1445,69.92,0.336,0.411,SUP_0034
2024-11-15,PROD_0067,Electronics,1209,181,362,2176,182.46,0.206,0.179,SUP_0100
2024-11-15,PROD_0068,Consumer_Goods,958,143,287,1724,81.25,0.161,0.23,SUP_0004
2024-11-15,PROD_0069,Healthcare,601,90,180,1081,184.03,0.256,0.327,SUP_0157
2024-11-15,PROD_0070,Healthcare,1144,171,343,2059,79.97,0.254,0.282,SUP_0009
2024-11-15,PROD_0071,Healthcare,964,144,289,1735,130.72,0.162,0.3,SUP_0170
2024-11-15,PROD_0072,Industrial,1594,239,478,2869,132.7,0.288,0.383,SUP_0161
2024-11-15,PROD_0073,Electronics,961,144,288,1729,107.76,0.17,0.182,SUP_0167
2024-11-15,PROD_0074,Consumer_Goods,1367,205,410,2460,171.41,0.213,0.164,SUP_0087
2024-11-15,PROD_0075,Healthcare,466,69,139,838,34.17,0.305,0.419,SUP_0027
2024-11-15,PROD_0076,Consumer_Goods,1185,177,355,2133,19.69,0.157,0.345,SUP_0115
2024-11-15,PROD_0077,Consumer_Goods,1055,158,316,1899,148.99,0.316,0.209,SUP_0140
2024-11-15,PROD_0078,Electronics,1430,214,429,2574,103.13,0.261,0.148,SUP_0133
2024-11-15,PROD_0079,Consumer_Goods,981,147,294,1765,61.63,0.24,0.109,SUP_0176
2024-11-15,PROD_0080,Electronics,1086,162,325,1954,37.24,0.284,0.162,SUP_0180
2024-11-15,PROD_0081,Electronics,1057,158,317,1902,72.68,0.344,0.139,SUP_0033
2024-11-15,PROD_0082,Electronics,724,108,217,1303,184.06,0.166,0.33,SUP_0080
2024-11-15,PROD_0083,Automotive,1050,157,315,1890,30.37,0.228,0.382,SUP_0128
2024-11-15,PROD_0084,Electronics,555,83,166,999,104.67,0.336,0.424,SUP_0124
2024-11-15,PROD_0085,Automotive,321,48,96,577,173.58,0.165,0.207,SUP_0004
2024-11-15,PROD_0086,Healthcare,656,98,196,1180,21.27,0.241,0.43,SUP_0066
2024-11-15,PROD_0087,Consumer_Goods,1543,231,462,2777,43.2,0.307,0.311,SUP_0184
2024-11-15,PROD_0088,Healthcare,102,15,30,183,19.22,0.272,0.156,SUP_0125
2024-11-15,PROD_0089,Electronics,1025,153,307,1845,125.18,0.199,0.146,SUP_0025
2024-11-15,PROD_0090,Consumer_Goods,732,109,219,1317,49.74,0.343,0.129,SUP_0051
2024-11-15,PROD_0091,Electronics,863,129,258,1553,187.19,0.322,0.37,SUP_0125
2024-11-15,PROD_0092,Consumer_Goods,789,118,236,1420,170.7,0.321,0.266,SUP_0136
2024-11-15,PROD_0093,Consumer_Goods,95,14,28,171,122.93,0.155,0.276,SUP_0148
2024-11-15,PROD_0094,Electronics,834,125,250,1501,171.46,0.163,0.13,SUP_0064
2024-11-15,PROD_0095,Industrial,133,19,39,239,93.74,0.17,0.37,SUP_0192
2024-11-15,PROD_0096,Electronics,740,111,222,1332,29.39,0.237,0.26,SUP_0044
2024-11-15,PROD_0097,Healthcare,899,134,269,1618,53.83,0.231,0.111,SUP_0183
2024-11-15,PROD_0098,Industrial,688,103,206,1238,19.24,0.24,0.396,SUP_0104
2024-11-15,PROD_0099,Electronics,981,147,294,1765,40.45,0.187,0.337,SUP_0093
2024-11-15,PROD_0100,Electronics,794,119,238,1429,130.46,0.223,0.138,SUP_0087
2024-11-16,PROD_0001,Healthcare,166,24,49,298,186.66,0.222,0.27,SUP_0094
2024-11-16,PROD_0002,Electronics,1423,213,426,2561,168.8,0.206,0.359,SUP_0141
2024-11-16,PROD_0003,Automotive,502,75,150,903,127.76,0.285,0.263,SUP_0011
2024-11-16,PROD_0004,Healthcare,1523,228,456,2741,133.08,0.318,0.383,SUP_0006
2024-11-16,PROD_0005,Industrial,849,127,254,1528,188.22,0.301,0.372,SUP_0150
2024-11-16,PROD_0006,Industrial,632,94,189,1137,89.43,0.195,0.301,SUP_0059
2024-11-16,PROD_0007,Automotive,706,105,211,1270,68.65,0.246,0.296,SUP_0186
2024-11-16,PROD_0008,Industrial,1121,168,336,2017,181.59,0.231,0.399,SUP_0159
2024-11-16,PROD_0009,Industrial,246,36,73,442,29.18,0.313,0.15,SUP_0033
2024-11-16,PROD_0010,Consumer_Goods,256,38,76,460,123.86,0.286,0.201,SUP_0026
2024-11-16,PROD_0011,Automotive,1010,151,303,1818,150.73,0.255,0.241,SUP_0013
2024-11-16,PROD_0012,Automotive,848,127,254,1526,26.03,0.199,0.153,SUP_0167
2024-11-16,PROD_0013,Healthcare,949,142,284,1708,79.6,0.338,0.163,SUP_0003
2024-11-16,PROD_0014,Industrial,1382,207,414,2487,162.06,0.205,0.111,SUP_0160
2024-11-16,PROD_0015,Automotive,303,45,90,545,148.67,0.195,0.28,SUP_0052
2024-11-16,PROD_0016,Healthcare,912,136,273,1641,63.56,0.155,0.404,SUP_0093
2024-11-16,PROD_0017,Healthcare,307,46,92,552,155.28,0.309,0.146,SUP_0029
2024-11-16,PROD_0018,Electronics,93,13,27,167,168.32,0.21,0.394,SUP_0029
2024-11-16,PROD_0019,Automotive,922,138,276,1659,110.62,0.334,0.118,SUP_0050
2024-11-16,PROD_0020,Automotive,485,72,145,873,142.23,0.295,0.447,SUP_0193
2024-11-16,PROD_0021,Automotive,1413,211,423,2543,116.82,0.202,0.367,SUP_0156
2024-11-16,PROD_0022,Automotive,868,130,260,1562,79.25,0.279,0.109,SUP_0009
2024-11-16,PROD_0023,Industrial,755,113,226,1359,195.49,0.205,0.118,SUP_0080
2024-11-16,PROD_0024,Automotive,535,80,160,963,145.3,0.25,0.328,SUP_0187
2024-11-16,PROD_0025,Automotive,704,105,211,1267,112.1,0.191,0.393,SUP_0163
2024-11-16,PROD_0026,Consumer_Goods,651,97,195,1171,168.83,0.305,0.113,SUP_0010
2024-11-16,PROD_0027,Industrial,316,47,94,568,26.65,0.318,0.402,SUP_0145
2024-11-16,PROD_0028,Automotive,1324,198,397,2383,54.94,0.185,0.322,SUP_0064
2024-11-16,PROD_0029,Automotive,1050,157,315,1890,24.99,0.284,0.218,SUP_0113
2024-11-16,PROD_0030,Healthcare,1411,211,423,2539,172.17,0.219,0.391,SUP_0157
2024-11-16,PROD_0031,Healthcare,539,80,161,970,34.35,0.336,0.167,SUP_0139
2024-11-16,PROD_0032,Consumer_Goods,1228,184,368,2210,143.76,0.253,0.411,SUP_0102
2024-11-16,PROD_0033,Electronics,675,101,202,1215,120.16,0.162,0.216,SUP_0055
2024-11-16,PROD_0034,Consumer_Goods,847,127,254,1524,32.28,0.158,0.203,SUP_0006
2024-11-16,PROD_0035,Industrial,525,78,157,945,186.01,0.253,0.299,SUP_0090
2024-11-16,PROD_0036,Automotive,1038,155,311,1868,183.69,0.343,0.234,SUP_0193
2024-11-16,PROD_0037,Electronics,604,90,181,1087,24.01,0.266,0.324,SUP_0008
2024-11-16,PROD_0038,Healthcare,285,42,85,513,128.66,0.275,0.109,SUP_0150
2024-11-16,PROD_0039,Industrial,557,83,167,1002,45.04,0.312,0.212,SUP_0196
2024-11-16,PROD_0040,Industrial,998,149,299,1796,64.81,0.27,0.397,SUP_0086
2024-11-16,PROD_0041,Automotive,774,116,232,1393,124.48,0.237,0.14,SUP_0143
2024-11-16,PROD_0042,Consumer_Goods,210,31,63,378,165.43,0.222,0.242,SUP_0111
2024-11-16,PROD_0043,Consumer_Goods,821,123,246,1477,158.53,0.298,0.336,SUP_0122
2024-11-16,PROD_0044,Automotive,1656,248,496,2980,16.41,0.245,0.128,SUP_0121
2024-11-16,PROD_0045,Electronics,422,63,126,759,101.18,0.289,0.389,SUP_0195
2024-11-16,PROD_0046,Industrial,1514,227,454,2725,117.21,0.252,0.427,SUP_0111
2024-11-16,PROD_0047,Industrial,384,57,115,691,20.11,0.187,0.171,SUP_0182
